"genename","uniprot","mean_patient","mean_ctrl","mito","complex"
"DDHD2","O94830",30251.8125,17455.266798,"nonmito",""
"DDI2","Q5TDH0;Q5TDH0-3",32036.7864566667,27616.847266,"nonmito",""
"DDOST","P39656",814873.895833333,818247.025,"nonmito",""
"DDR2","Q16832",55320.29427,73700.748438,"nonmito",""
"DDRGK1","Q96HY6",73644.8854166667,69844.649222,"nonmito",""
"DDT","P30046",347102.958366667,225143.27502,"nonmito",""
"DDX1","Q92499",190714.531266667,150334.875,"nonmito",""
"DDX10","Q13206",16036.1057933333,13903.771484,"nonmito",""
"DDX17","Q92841",281526.406266667,286778.38752,"nonmito",""
"DDX18","Q9NVP1",30701.64388,31158.858596,"nonmito",""
"DDX19B","Q9UMR2;Q9UMR2-2",73148.2421866667,72444.798438,"nonmito",""
"DDX20","Q9UHI6",11626.60384,13262.38262,"nonmito",""
"DDX21","Q9NR30",63798.0963566667,63861.57969,"nonmito",""
"DDX23","Q9BUQ8",38056.2890633333,28030.958986,"nonmito",""
"DDX24","Q9GZR7",15612.2073566667,21490.639454,"nonmito",""
"DDX27","Q96GQ7",43200.0768233333,44512.658596,"nonmito",""
"DDX31","Q9H8H2",18086.8736966667,20436.454296,"nonmito",""
"DDX39A","O00148",387951.239633333,325646.13754,"nonmito",""
"DDX39B","Q13838;Q13838-2",246947.036466667,146245.37188,"nonmito",""
"DDX3X","O00571",215747.25,258840.95628,"nonmito",""
"DDX3Y","O15523",231560.703133333,225154.4469,"nonmito",""
"DDX41","Q9UJV9",18343.30078,15403.83164,"nonmito",""
"DDX42","Q86XP3",81306.57552,71185.640626,"nonmito",""
"DDX46","Q7L014",43497.78776,36203.019142,"nonmito",""
"DDX47","Q9H0S4;Q9H0S4-2",35964.9270833333,37752.873048,"nonmito",""
"DDX49","Q9Y6V7",16615.9628933333,13873.417578,"nonmito",""
"DDX5","P17844;P17844-2",174845.979166667,189805.45938,"nonmito",""
"DDX50","Q9BQ39",37285.86979,34673.791016,"nonmito",""
"DDX51","Q8N8A6",7627.45638,7795.7813476,"nonmito",""
"DDX52","Q9Y2R4",25896.0019533333,25955.632032,"nonmito",""
"DDX54","Q8TDD1;Q8TDD1-2",25149.5097666667,22924.104102,"nonmito",""
"DDX56","Q9NY93;Q9NY93-2",26962.7734366667,26840.364064,"nonmito",""
"DDX58","O95786",15232.2656266667,11873.3982418,"nonmito",""
"DDX6","P26196",156065.317733333,151394.29532,"nonmito",""
"DECR1","Q16698;Q16698-2",109090.307266667,132273.98906,"mito",""
"DECR2","Q9NUI1",29387.8886733333,57330.653906,"nonmito",""
"DEGS1","O15121",53875.2317733333,71503.614062,"nonmito",""
"DEK","P35659",116385.5677,115014.175038,"nonmito",""
"DENND10","Q8TCE6;Q8TCE6-2",38806.2421866667,39894.491406,"nonmito",""
"DENND4C","Q5VZ89;Q5VZ89-3;Q5VZ89-7",19004.5716166667,15577.389456,"nonmito",""
"DENR","O43583",56222.5794266667,73760.069532,"nonmito",""
"DERA","Q9Y315",32907.2226566667,29468.623438,"nonmito",""
"DERL1","Q9BUN8",86530.0390666667,138835.50314,"nonmito",""
"DERL2","Q9GZP9",197145.604166667,214417.42502,"nonmito",""
"DES","P17661",184445.531266667,40497.2518574,"nonmito",""
"DFFA","O00273",64553.7421866667,49654.125782,"nonmito",""
"DGAT1","O75907",13417.6809933333,13856.351566,"nonmito",""
"DGKA","P23743",30933.94466,31406.50742,"nonmito",""
"DHCR24","Q15392",97387.5729133333,178728.457812,"nonmito",""
"DHCR7","Q9UBM7",74611.2786466667,137851.24376,"nonmito",""
"DHFR","P00374",19766.57031,22483.8697286,"nonmito",""
"DHODH","Q02127",15502.0107433333,10415.4029306,"mito",""
"DHPS","P49366",9279.95719533333,9655.2212906,"nonmito",""
"DHRS1","Q96LJ7",15788.1572233333,18454.07656,"mito",""
"DHRS4","Q9BTZ2",161373.411466667,240124.146876,"mito",""
"DHRS7","Q9Y394",47247.3658866667,75481.679688,"nonmito",""
"DHRS7B","Q6IAN0",19108.2714866667,16212.685744,"mito",""
"DHRSX","Q8N5I4",10030.1914056667,14657.658987,"nonmito",""
"DHX15","O43143",138172.6615,128075.08436,"nonmito",""
"DHX16","O60231",27700.1360666667,28257.385546,"nonmito",""
"DHX29","Q7Z478",20218.9459633333,24135.174608,"nonmito",""
"DHX30","Q7L2E3;Q7L2E3-2;Q7L2E3-3",30526.9524733333,30860.9918,"mito",""
"DHX32","Q7L7V1;Q7L7V1-2",6219.91813166667,6075.5492186,"nonmito",""
"DHX36","Q9H2U1",26349.2402366667,22434.990236,"nonmito",""
"DHX37","Q8IY37",9980.82356833333,11322.5527338,"nonmito",""
"DHX38","Q92620",20887.8587233333,20826.10039,"nonmito",""
"DHX57","Q6P158",29506.0351533333,30868.31758,"nonmito",""
"DHX9","Q08211",241656.755233333,203458.7469,"nonmito",""
"DIABLO","Q9NR28;Q9NR28-2",11712.3750003333,18380.58008,"mito",""
"DIAPH1","O60610",42887.3463533333,49005.675,"nonmito",""
"DIAPH2","O60879;O60879-2;O60879-3",28555.5175766667,25088.191406,"nonmito",""
"DIDO1","Q9BTC0",16931.84831,14016.5585942,"nonmito",""
"DIMT1","Q9UNQ2",23072.9713533333,24682.241798,"nonmito",""
"DIP2A","Q14689;Q14689-6",42327.53906,44770.73594,"nonmito",""
"DIP2B","Q9P265",21110.6399766667,23432.625784,"nonmito",""
"DIP2C","Q9Y2E4",16285.15983,13231.540624,"nonmito",""
"DIPK2A","Q8NDZ4",16746.6028666667,16581.5386712,"nonmito",""
"DIS3","Q9Y2L1",38186.7604166667,26655.005078,"nonmito",""
"DIS3L2","Q8IYB7",18171.9469433333,22149.903514,"nonmito",""
"DKC1","O60832",56546.5924466667,39606.236718,"nonmito",""
"DKK1","O94907",22346.2838533333,29334.712502,"nonmito",""
"DKK3","Q9UBP4",11284.6067733333,83079.28983,"nonmito",""
"DLAT","P10515",62998.9752633333,61289.764064,"mito",""
"DLC1","Q96QB1;Q96QB1-1;Q96QB1-6",13271.7360033333,10288.641894,"nonmito",""
"DLD","P09622",143357.109366667,152640.54064,"mito",""
"DLG1","Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7",30519.43555,21817.333202,"nonmito",""
"DLG5","Q8TDM6;Q8TDM6-4",12747.5279933333,13573.200584,"nonmito",""
"DLGAP4","Q9Y2H0;Q9Y2H0-1;Q9Y2H0-3",17470.69271,28652.550392,"nonmito",""
"DLST","P36957",227572.5104,256084.03438,"mito",""
"DMAP1","Q9NPF5",22571.45443,15201.615624,"nonmito",""
"DNAAF5","Q86Y56",26798.36328,27834.032032,"nonmito",""
"DNAJA1","P31689",58077.6796866667,57756.360156,"nonmito",""
"DNAJA2","O60884",88694.6588533333,93264.20624,"nonmito",""
"DNAJA3","Q96EY1;Q96EY1-2",70072.0260466667,68753.270312,"mito",""
"DNAJB1","P25685",117245.445333333,111492.574986,"nonmito",""
"DNAJB11","Q9UBS4",119228.354166667,118910.56408,"nonmito",""
"DNAJB12","Q9NXW2",18310.0452466667,33378.110546,"nonmito",""
"DNAJB2","P25686",26321.94401,25048.236718,"nonmito",""
"DNAJB4","Q9UDY4",24431.4661466667,71414.56329,"nonmito",""
"DNAJB6","O75190",61333.3671866667,55814.054688,"nonmito",""
"DNAJC1","Q96KC8",22495.5032533333,28348.245312,"nonmito",""
"DNAJC10","Q8IXB1",102213.757803333,99928.389052,"nonmito",""
"DNAJC11","Q9NVH1;Q9NVH1-3",33634.5625,37277.239844,"mito",""
"DNAJC13","O75165",55660.3424466667,49945.206248,"nonmito",""
"DNAJC16","Q9Y2G8",638565.468766667,397220.764072,"nonmito",""
"DNAJC2","Q99543",19671.6399733333,20844.925388,"nonmito",""
"DNAJC21","Q5F1R6;Q5F1R6-2;Q5F1R6-3",25383.5598966667,21144.707032,"nonmito",""
"DNAJC25","Q9H1X3",24741.87435,17136.7589354,"nonmito",""
"DNAJC3","Q13217",70459.98698,68884.11797,"nonmito",""
"DNAJC5","Q9H3Z4;Q9H3Z4-2",15724.7727866667,15785.159572,"nonmito",""
"DNAJC7","Q99615",33773.7278633333,39249.194532,"nonmito",""
"DNAJC8","O75937",38056.6861966667,44354.628126,"nonmito",""
"DNAJC9","Q8WXX5",27850.0826833333,26195.159376,"nonmito",""
"DNASE2","O00115;O00115-2",66293.9075533333,46380.384766,"nonmito",""
"DNM1","Q05193",116135.453133333,48138.567968,"nonmito",""
"DNM1L","O00429-4",76042.4583366667,83263.565628,"mito",""
"DNM2","P50570",102072.934896667,89767.446874,"nonmito",""
"DNMBP","Q6XZF7",24794.0475266667,28793.648436,"nonmito",""
"DNMT1","P26358;P26358-2",27607.2740866667,34269.914064,"nonmito",""
"DNPEP","Q9ULA0",74584.16146,61445.821094,"nonmito",""
"DNPH1","O43598",71280.5156233333,62284.942576,"nonmito",""
"DNTTIP2","Q5QJE6",17496.80697,18457.741992,"nonmito",""
"DOCK1","Q14185",16617.0273466667,13701.121486,"nonmito",""
"DOCK10","Q96BY6;Q96BY6-3",18003.0065133333,27364.333984,"nonmito",""
"DOCK5","Q9H7D0",28357.80664,26665.793362,"nonmito",""
"DOCK7","Q96N67;Q96N67-2;Q96N67-3;Q96N67-4;Q96N67-5;Q96N67-6",33985.06901,37429.578126,"nonmito",""
"DOHH","Q9BU89",25091.2695333333,27199.639844,"nonmito",""
"DOK1","Q99704",19108.1302066667,27793.180472,"nonmito",""
"DOLPP1","Q86YN1",34869.8860666667,22971.98164,"nonmito",""
"DOP1B","Q9Y3R5;Q9Y3R5-2",13654.4046233333,15622.364063,"nonmito",""
"DPCD","Q9BVM2",21115.2753933333,18693.10547,"nonmito",""
"DPF2","Q92785",18739.5527333333,15791.48672,"nonmito",""
"DPH1","Q9BZG8;Q9BZG8-2;Q9BZG8-3",10741.7897166667,8447.3569344,"nonmito",""
"DPH5","Q9H2P9;Q9H2P9-2;Q9H2P9-3;Q9H2P9-4;Q9H2P9-5",30627.7721366667,36093.328514,"nonmito",""
"DPM1","O60762",162567.458366667,157636.45624,"nonmito",""
"DPM3","Q9P2X0;Q9P2X0-2",20175.6458333333,11342.6265622,"nonmito",""
"DPP3","Q9NY33",87696.5520866667,95608.790622,"nonmito",""
"DPP4","P27487",115000.6146,203586.388292,"nonmito",""
"DPP7","Q9UHL4",92501.77344,72680.859386,"nonmito",""
"DPP8","Q6V1X1;Q6V1X1-3;Q6V1X1-5",22817.0898433333,16936.00371,"nonmito",""
"DPP9","Q86TI2;Q86TI2-2",50404.4622366667,56533.142968,"nonmito",""
"DPY19L1","Q2PZI1",40610.0963533333,27765.76797,"nonmito",""
"DPY19L4","Q7Z388",21462.35547,19049.178518,"nonmito",""
"DPYD","Q12882",37972.29557,24523.686328,"nonmito",""
"DPYSL2","Q16555;Q16555-2",1197122.25,767394.8875,"nonmito",""
"DPYSL3","Q14195-2",373185.364633333,248732.50628,"nonmito",""
"DRAP1","Q14919;Q14919-2",61448.6914066667,88491.009376,"nonmito",""
"DRG1","Q9Y295",77111.2213566667,73793.585938,"nonmito",""
"DRG2","P55039",57108.6914066667,60871.166406,"nonmito",""
"DSC1","Q08554;Q08554-2",28976.70573,35302.472852,"nonmito",""
"DSE","Q9UL01",16615.6204433333,9633.7627924,"nonmito",""
"DSG1","Q02413",35917.7194,31730.156838,"nonmito",""
"DSP","P15924",61228.4453166667,71029.139844,"nonmito",""
"DST","Q03001",24391.9479133333,29763.164846,"nonmito",""
"DSTN","P60981;P60981-2",784186.0625,392096.02502,"nonmito",""
"DTD1","Q8TEA8",119719.7448,124437.12192,"nonmito",""
"DTNBP1","Q96EV8",19193.8580733333,19967.87129,"nonmito",""
"DTX3L","Q8TDB6",20212.73698,9675.0730472,"nonmito",""
"DTYMK","P23919",86637.2578133333,90804.65157,"mito",""
"DUS3L","Q96G46",19355.55729,12371.030274,"nonmito",""
"DUSP12","Q9UNI6",13617.79167,16224.324608,"nonmito",""
"DUSP23","Q9BVJ7",14173.9319666667,18912.737306,"nonmito",""
"DUSP3","P51452",44244.44141,76019.907814,"nonmito",""
"DUT","P33316",113812.721366667,162177.51564,"mito",""
"DVL1","O14640-2",16301.7653033333,16541.519532,"nonmito",""
"DVL2","O14641",21666.65039,21095.528126,"nonmito",""
"DVL3","Q92997;Q92997-2",26547.4895833333,24105.441016,"nonmito",""
"DYM","Q7RTS9",46076.9713533333,38468.53828,"nonmito",""
"DYNC1H1","Q14204",263783.380233333,258937.03438,"nonmito",""
"DYNC1I2","Q13409;Q13409-2;Q13409-3;Q13409-5;Q13409-6;Q13409-7",123514.333333333,130444.77346,"nonmito",""
"DYNC1LI1","Q9Y6G9",167233.671866667,251252.24376,"nonmito",""
"DYNC1LI2","O43237",123451.648466667,103899.1703,"nonmito",""
"DYNLL1","P63167",56637.8098966667,82973.823442,"nonmito",""
"DYNLRB1","Q9NP97",190867.526066667,187431.93752,"nonmito",""
"DYNLT1","P63172",95784.00781,43281.778124,"nonmito",""
"DYNLT3","P51808",52964.3333333333,51539.464064,"nonmito",""
"DYRK1A","Q13627;Q13627-2;Q13627-3;Q13627-4;Q13627-5",24058.03711,12730.3630876,"nonmito",""
"EARS2","Q5JPH6;Q5JPH6-2",15941.01888,18899.837108,"mito",""
"EBNA1BP2","Q99848",46196.9010433333,59691.901564,"nonmito",""
"ECD","O95905;O95905-3",21458.7851533333,20275.405078,"nonmito",""
"ECE1","P42892;P42892-2;P42892-3;P42892-4",52651.2838566667,82337.904698,"nonmito",""
"ECH1","Q13011",78115.76042,55566.764842,"mito",""
"ECHDC1","Q9NTX5;Q9NTX5-2;Q9NTX5-6",56017.3776033333,69478.163282,"mito",""
"ECHS1","P30084",64730.58203,75677.31719,"mito",""
"ECI1","P42126;P42126-2",124178.117166667,96634.656262,"mito",""
"ECI2","O75521;O75521-2",35214.1601566667,49347.077344,"mito",""
"ECM1","Q16610;Q16610-4",27102.4986966667,50680.432812,"nonmito",""
"ECPAS","Q5VYK3",58129.07422,54765.832812,"nonmito",""
"ECSIT","Q9BQ95",12444.1204433333,19596.29629,"mito",""
"EDC3","Q96F86",19328.5247366667,21747.051954,"nonmito",""
"EDC4","Q6P2E9",37863.0286466667,48662.634374,"nonmito",""
"EDEM3","Q9BZQ6;Q9BZQ6-2",32811.70117,32842.988674,"nonmito",""
"EDF1","O60869",39470.8958366667,58234.091406,"nonmito",""
"EDIL3","O43854;O43854-2",21971.94792,32282.114258,"nonmito",""
"EEA1","Q15075",56167.9700533333,47912.459766,"nonmito",""
"EEF1A1","P68104",4590274.16666667,4446422.95,"nonmito",""
"EEF1A2","Q05639",62284.5013,52474.97422,"nonmito",""
"EEF1AKNMT","Q8N6R0",25267.23698,23607.450392,"nonmito",""
"EEF1B2","P24534",556977.666666667,480336.26878,"nonmito",""
"EEF1D","P29692",275798.630233333,365944.175,"nonmito",""
"EEF1E1","O43324",39998.8515633333,46874.069534,"nonmito",""
"EEF1G","P26641",989189.104333333,943629.4,"nonmito",""
"EEF2","P13639",1337984.04166667,1233525.575,"nonmito",""
"EEF2K","O00418",37568.29297,32629.684766,"nonmito",""
"EEFSEC","P57772",22935.86589,15370.87246,"nonmito",""
"EFEMP2","O95967",9551.65771566667,18678.589258,"nonmito",""
"EFHD2","Q96C19",57136.23828,55526.846098,"nonmito",""
"EFL1","Q7Z2Z2;Q7Z2Z2-2",41813.02995,47075.406252,"nonmito",""
"EFR3A","Q14156",24810.36914,20710.248438,"nonmito",""
"EFTUD2","Q15029",290971.052133333,245055.74378,"nonmito",""
"EGFR","P00533",29005.8541666667,46827.3875,"nonmito",""
"EGLN1","Q9GZT9;Q9GZT9-2",21224.53646,24851.622656,"nonmito",""
"EHBP1","Q8NDI1;Q8NDI1-2;Q8NDI1-3",22908.61198,22249.632422,"nonmito",""
"EHBP1L1","Q8N3D4",23071.5917966667,29617.592188,"nonmito",""
"EHD1","Q9H4M9",166299.411433333,196401.4594,"nonmito",""
"EHD2","Q9NZN4",399198.333333333,604228.6875,"nonmito",""
"EHD3","Q9NZN3",166660.875,181348.72188,"nonmito",""
"EHD4","Q9H223",95785.52343,138903.95158,"nonmito",""
"EHHADH","Q08426",23302.5234366667,35511.198046,"mito",""
"EHMT1","Q9H9B1",7320.461914,7827.6786144,"nonmito",""
"EI24","O14681",47440.8841166667,53483.029688,"nonmito",""
"EIF1","P41567",87213.2968766667,79320.059376,"nonmito",""
"EIF1AD","Q8N9N8",17232.6438833333,15566.215432,"nonmito",""
"EIF1AX","P47813",142210.4896,168761.04064,"nonmito",""
"EIF2A","Q9BY44",69152.7760433333,65105.809376,"nonmito",""
"EIF2AK2","P19525",56352.1940133333,61604.309376,"nonmito",""
"EIF2AK4","Q9P2K8;Q9P2K8-2",20081.18164,30883.163282,"nonmito",""
"EIF2B1","Q14232",68522.5781266667,60572.49766,"nonmito",""
"EIF2B2","P49770",35448.4518233333,43582.45625,"nonmito",""
"EIF2B3","Q9NR50",56158.9973933333,50010.945314,"nonmito",""
"EIF2B4","Q9UI10",62297.4843766667,56101.18672,"nonmito",""
"EIF2B5","Q13144",61841.6588533333,52647.279688,"nonmito",""
"EIF2D","P41214",47755.7018233333,43701.346094,"nonmito",""
"EIF2S1","P05198",133059.3073,127058.7375,"nonmito",""
"EIF2S2","P20042",187778.6146,168514.21876,"nonmito",""
"EIF2S3","P41091",213277.880233333,176572.87188,"nonmito",""
"EIF3A","Q14152",121837.6146,127463.43592,"nonmito",""
"EIF3B","P55884;P55884-2",183032.234366667,172918.17812,"nonmito",""
"EIF3C","Q99613",182821.322933333,195913.44378,"nonmito",""
"EIF3D","O15371;O15371-2;O15371-3",108285.937513333,119882.15469,"nonmito",""
"EIF3E","P60228",140853.911466667,174905.93126,"nonmito",""
"EIF3F","O00303",149820.083333333,161618.12814,"nonmito",""
"EIF3G","O75821",121388.289066667,131613.0422,"nonmito",""
"EIF3H","O15372",73566.3750033333,77817.066408,"nonmito",""
"EIF3I","Q13347",147459.192733333,149005.58906,"nonmito",""
"EIF3J","O75822",74628.60677,74022.815624,"nonmito",""
"EIF3K","Q9UBQ5;Q9UBQ5-2",126897.7448,118641.17188,"nonmito",""
"EIF3L","Q9Y262",146425.026066667,175764.42186,"nonmito",""
"EIF3M","Q7L2H7",62172.04297,71651.059376,"nonmito",""
"EIF4A1","P60842",998810.4375,1029283.35,"nonmito",""
"EIF4A2","Q14240;Q14240-2",217863.171866667,194190.95938,"nonmito",""
"EIF4A3","P38919",137143.239566667,108433.17968,"nonmito",""
"EIF4B","P23588",110961.268233333,120999.73282,"nonmito",""
"EIF4E","P06730;P06730-2;P06730-3",125292.713566667,138705.2172,"nonmito",""
"EIF4E2","O60573",23759.52279,27180.592188,"nonmito",""
"EIF4G1","Q04637-8",135660.015666667,165703.03752,"nonmito",""
"EIF4G2","P78344;P78344-2",116177.1927,115176.173446,"nonmito",""
"EIF4G3","O43432;O43432-3",40361.80599,39189.98906,"nonmito",""
"EIF4H","Q15056",323906.9167,315021.21876,"nonmito",""
"EIF5","P55010",177163.343766667,122545.56718,"nonmito",""
"EIF5A","P63241",341437.895833333,312685.11878,"nonmito",""
"EIF5B","O60841",65079.6393233333,64682.991408,"nonmito",""
"EIF6","P56537",338936.635433333,341181.86878,"nonmito",""
"EIPR1","Q53HC9",35147.90495,32104.507812,"nonmito",""
"ELAC2","Q9BQ52;Q9BQ52-4",26034.7949233333,25126.520312,"mito",""
"ELAVL1","Q15717",225326.468766667,225836.36248,"nonmito",""
"ELMO2","Q96JJ3",42253.9960966667,39459.789064,"nonmito",""
"ELMOD2","Q8IZ81",77099.0963533333,61323.213284,"nonmito",""
"ELOA","Q14241",8623.56591833333,13703.459768,"nonmito",""
"ELOB","Q15370;Q15370-2",157938.567733333,169625.7094,"nonmito",""
"ELOC","Q15369",167935.416666667,147249.93282,"nonmito",""
"ELOVL1","Q9BW60",51916.24349,90793.839866,"nonmito",""
"ELOVL5","Q9NYP7;Q9NYP7-2",79643.61327,49234.396874,"nonmito",""
"ELP1","O95163",28110.6367166667,27293.794142,"nonmito",""
"ELP2","Q6IA86;Q6IA86-2;Q6IA86-3;Q6IA86-5;Q6IA86-6",21426.7962233333,18589.589258,"nonmito",""
"ELP3","Q9H9T3;Q9H9T3-2",37738.6562533333,30409.81367,"nonmito",""
"ELP4","Q96EB1;Q96EB1-2;Q96EB1-3",17148.16862,14420.644534,"nonmito",""
"EMC1","Q8N766;Q8N766-2",69650.78646,75640.476562,"nonmito",""
"EMC10","Q5UCC4;Q5UCC4-2",88136.2213566667,97087.414076,"nonmito",""
"EMC2","Q15006",56394.7083333333,62127.072656,"nonmito",""
"EMC3","Q9P0I2",75303.1276066667,87959.328126,"nonmito",""
"EMC4","Q5J8M3;Q5J8M3-2",47597.26823,54926.042188,"nonmito",""
"EMC6","Q9BV81",85903.7161466667,79890.325,"nonmito",""
"EMC7","Q9NPA0",67493.0065133333,73706.463284,"nonmito",""
"EMC8","O43402",35254.27279,33509.04961,"nonmito",""
"EMD","P50402",118869.945333333,201199.40626,"nonmito",""
"EMG1","Q92979",43066.0924466667,41356.689062,"nonmito",""
"EMILIN1","Q9Y6C2",18533.56836,19657.766212,"nonmito",""
"EML1","O00423;O00423-3",19592.95508,15653.7371112,"nonmito",""
"EML2","O95834;O95834-2;O95834-3",63950.4687533333,57675.34375,"nonmito",""
"EML3","Q32P44",42787.4570333333,26930.347266,"nonmito",""
"EML4","Q9HC35",41690.6718766667,35982.634766,"nonmito",""
"EMP3","P54852",127782.653666667,113868.801562,"nonmito",""
"ENAH","Q8N8S7;Q8N8S7-2;Q8N8S7-3",77196.2083366667,94690.47812,"nonmito",""
"ENDOD1","O94919",36003.6940066667,59487.475782,"nonmito",""
"ENDOG","Q14249",33762.1445333333,44600.379296,"mito",""
"ENG","P17813;P17813-2",161978.416666667,210591.3375,"nonmito",""
"ENO1","P06733",1365234.29166667,1339478.875,"nonmito",""
"ENO2","P09104",518385.531266667,549292.68128,"nonmito",""
"ENOPH1","Q9UHY7",109826.210936667,117936.200006,"nonmito",""
"ENPEP","Q07075",780607.854166667,840459.1375,"nonmito",""
"ENPP1","P22413",44843.6302066667,26937.262696,"nonmito",""
"ENTPD5","O75356",7919.86930333333,7234.3666986,"nonmito",""
"EOGT","Q5NDL2",56455.3776033333,38120.848828,"nonmito",""
"EPB41L1","Q9H4G0-2;Q9H4G0-4",17139.3538433333,15999.01426,"nonmito",""
"EPB41L2","O43491",101399.763046667,73834.546884,"nonmito",""
"EPB41L3","Q9Y2J2-2",85189.2500033333,61737.507422,"nonmito",""
"EPG5","Q9HCE0",16711.8854166667,28298.79961,"nonmito",""
"EPHA2","P29317",23176.7923166667,24508.757424,"nonmito",""
"EPHB2","P29323;P29323-2;P29323-3",25440.8893266667,29852.1945332,"nonmito",""
"EPHB3","P54753",46887.60547,29693.25664,"nonmito",""
"EPHX1","P07099",105147.289066667,111598.953148,"nonmito",""
"EPM2AIP1","Q7L775",28265.15625,30478.339062,"nonmito",""
"EPN1","Q9Y6I3;Q9Y6I3-1;Q9Y6I3-3",28646.9973966667,27591.630468,"nonmito",""
"EPN2","O95208;O95208-2",14402.9235033333,19583.66719,"nonmito",""
"EPRS1","P07814",178440.099,153789.54846,"nonmito",""
"EPS15","P42566",37504.2447933333,29377.103516,"nonmito",""
"EPS15L1","Q9UBC2;Q9UBC2-2;Q9UBC2-3",32727.8626333333,41523.246096,"nonmito",""
"EPS8","Q12929",62096.2955766667,61372.232812,"nonmito",""
"EPS8L2","Q9H6S3;Q9H6S3-3",22531.26953,46694.169922,"nonmito",""
"ERAP1","Q9NZ08;Q9NZ08-2",60438.9153633333,40640.95117,"nonmito",""
"ERAP2","Q6P179;Q6P179-3",37804.71224,27773.46582,"nonmito",""
"ERBB2","P04626;P04626-4;P04626-5",7762.58707833333,8679.5453118,"nonmito",""
"ERBIN","Q96RT1;Q96RT1-2;Q96RT1-3;Q96RT1-5;Q96RT1-8;Q96RT1-9",38395.9973966667,63400.863284,"nonmito",""
"ERC1","Q8IUD2",28372.3782566667,28078.052346,"nonmito",""
"ERCC2","P18074",21215.7786466667,18653.784376,"nonmito",""
"ERCC3","P19447",17488.37337,14741.04414,"nonmito",""
"ERCC4","Q92889",16317.39779,11756.0860352,"nonmito",""
"ERCC6","P0DP91",10043.115562,10571.595215,"nonmito",""
"ERGIC1","Q969X5;Q969X5-2",230167.729166667,257773.0219,"nonmito",""
"ERGIC2","Q96RQ1",37226.9322933333,38953.105078,"nonmito",""
"ERGIC3","Q9Y282;Q9Y282-3",33659.9850266667,33373.038282,"nonmito",""
"ERH","P84090",93777.5703033333,119916.985954,"nonmito",""
"ERI3","O43414;O43414-2;O43414-3",39805.42969,23583.323634,"nonmito",""
"ERLEC1","Q96DZ1;Q96DZ1-3",37233.91797,43690.260938,"nonmito",""
"ERLIN1","O75477",59687.8841166667,86769.553126,"nonmito",""
"ERLIN2","O94905",129397.627633333,173856.125,"nonmito",""
"ERMP1","Q7Z2K6",16874.0449233333,20021.180274,"nonmito",""
"ERO1A","Q96HE7",115784.098933333,136168.56092,"nonmito",""
"ERP29","P30040",340216.906266667,506022.40002,"nonmito",""
"ERP44","Q9BS26",386968.677133333,341040.01878,"nonmito",""
"ESD","P10768",327760.447933333,295756.19376,"nonmito",""
"ESYT1","Q9BSJ8",188104.421866667,267085.18438,"nonmito",""
"ESYT2","A0FGR8;A0FGR8-2;A0FGR8-6",106763.721333333,85182.267186,"nonmito",""
"ETF1","P62495",206585.822933333,195118.78438,"nonmito",""
"ETFA","P13804",127979.1406,143828.53126,"mito",""
"ETFB","P38117",149751.255233333,193105.65626,"mito",""
"ETFDH","Q16134",23893.0130233333,20001.63516,"mito",""
"ETHE1","O95571",206405.838566667,276553.74688,"mito",""
"EWSR1","Q01844;Q01844-3;Q01844-5;Q01844-6",201463.442733333,207518.7219,"nonmito",""
"EXD2","Q9NVH0",16643.2161466667,22773.663282,"mito",""
"EXOC1","Q9NV70-2",52613.51693,55540.363282,"nonmito",""
"EXOC2","Q96KP1",39839.99349,38582.18672,"nonmito",""
"EXOC3","O60645",49212.5533866667,55476.878908,"nonmito",""
"EXOC4","Q96A65",39313.23828,40806.859376,"nonmito",""
"EXOC5","O00471",39450.2760433333,40495.587502,"nonmito",""
"EXOC6B","Q9Y2D4",30767.9147133333,32711.566798,"nonmito",""
"EXOC7","Q9UPT5;Q9UPT5-1;Q9UPT5-2;Q9UPT5-5;Q9UPT5-6",30654.02995,33216.996876,"nonmito",""
"EXOC8","Q8IYI6",26092.0416666667,28446.357812,"nonmito",""
"EXOG","Q9Y2C4",30032.1796866667,36622.751564,"mito",""
"EXOSC1","Q9Y3B2",31511.6510433333,26414.437502,"nonmito",""
"EXOSC10","Q01780;Q01780-2",21754.4694033333,21558.033982,"nonmito",""
"EXOSC2","Q13868",23931.7356766667,21739.24707,"nonmito",""
"EXOSC3","Q9NQT5",22488.07552,16019.819728,"nonmito",""
"EXOSC4","Q9NPD3",22803.0436233333,22462.447656,"nonmito",""
"EXOSC5","Q9NQT4",25462.6490866667,17026.322266,"nonmito",""
"EXOSC6","Q5RKV6",13957.19564,14647.699414,"nonmito",""
"EXOSC7","Q15024",35688.0963566667,36409.13711,"nonmito",""
"EXOSC9","Q06265;Q06265-2",27341.06771,21459.232034,"nonmito",""
"EXT2","Q93063;Q93063-3",22998.8111966667,26839.498048,"nonmito",""
"EZR","P15311",103330.86978,208438.8094,"nonmito",""
"F3","P13726",7515.95963466667,17064.3973626,"nonmito",""
"FABP3","P05413",23124.44987,96884.083584,"nonmito",""
"FABP5","Q01469",154916.2552,117469.620318,"nonmito",""
"FADS1","O60427",12530.5546866667,23004.966408,"nonmito",""
"FADS2","O95864",13192.66504,45307.433204,"nonmito",""
