"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"AGTRAP","Q6RW13",424020.333333333,411555.666666667,"Q6RW13","nonmito",""
"AHCTF1","Q8WYP5;Q8WYP5-2;Q8WYP5-3",117456.333333333,119803,"Q8WYP5","nonmito",""
"AHCY","P23526",892735,875756.666666667,"P23526","nonmito",""
"AHCYL1","O43865",310089,305041.666666667,"O43865","mito",""
"AHCYL2","Q96HN2;Q96HN2-2",270782,264883,"Q96HN2","nonmito",""
"AHNAK","Q09666",126864,105791,"Q09666","nonmito",""
"AHSA1","O95433",654989,568355.333333333,"O95433","nonmito",""
"AHSG","P02765",260898,215998.333333333,"P02765","nonmito",""
"AIDA","Q96BJ3",192680.666666667,239880.666666667,"Q96BJ3","nonmito",""
"AIF1L","Q9BQI0;Q9BQI0-2;Q9BQI0-3",92409.3,144375.433333333,"Q9BQI0","nonmito",""
"AIFM1","O95831",336402.666666667,454819.333333333,"O95831","mito",""
"AIMP1","Q12904",343362.666666667,337897,"Q12904","nonmito",""
"AIMP2","Q13155",658198.333333333,789611,"Q13155","nonmito",""
"AIP","O00170",255090.666666667,268132.666666667,"O00170","nonmito",""
"AK1","P00568",361306.666666667,376407.333333333,"P00568","nonmito",""
"AK2","P54819;P54819-2",904507.333333333,794921.666666667,"P54819","mito",""
"AK3","Q9UIJ7",151556,152022,"Q9UIJ7","mito",""
"AK4","P27144",176955,187197.333333333,"P27144","mito",""
"AK6","Q9Y3D8",294774,222603,"Q9Y3D8","nonmito",""
"AKAP1","Q92667",77134.7666666667,76721.1,"Q92667","mito",""
"AKAP11","Q9UKA4",34845.1,44033.1666666667,"Q9UKA4","nonmito",""
"AKAP12","Q02952;Q02952-2;Q02952-3",86730.8666666667,96832.9,"Q02952","nonmito",""
"AKAP13","Q12802;Q12802-2;Q12802-4",54809.2,78517.8666666667,"Q12802","nonmito",""
"AKAP17A","Q02040",62801.2666666667,67916.0333333333,"Q02040","nonmito",""
"AKAP2","Q9Y2D5-4;Q9Y2D5-6",82907.4666666667,67367.8666666667,"0","nonmito",""
"AKAP8","O43823",89472.2333333333,86139.5333333333,"O43823","nonmito",""
"AKAP8L","Q9ULX6",247748.333333333,224161,"Q9ULX6","nonmito",""
"AKAP9","Q99996;Q99996-3;Q99996-6",123424.666666667,142772.333333333,"Q99996","nonmito",""
"AKR1A1","P14550",231707,207639.333333333,"P14550","nonmito",""
"AKR1B1","P15121",330494,419122.333333333,"P15121","nonmito",""
"AKR7A2","O43488",375050.333333333,425149.333333333,"O43488","mito",""
"AKT1","P31749;P31749-2",74809.2333333333,77946.3333333333,"P31749","nonmito",""
"AKT1S1","Q96B36",197235,200193.666666667,"Q96B36","nonmito",""
"AKT2","P31751",138907.666666667,141222,"P31751","nonmito",""
"AKT3","Q9Y243;Q9Y243-2",49762.6666666667,107820.666666667,"Q9Y243","nonmito",""
"AKTIP","Q9H8T0;Q9H8T0-2",112166.666666667,123737.333333333,"Q9H8T0","nonmito",""
"ALAD","P13716;P13716-2",102691.266666667,112856.666666667,"P13716","nonmito",""
"ALAS1","P13196",125468.666666667,39789.1333333333,"P13196","mito",""
"ALCAM","Q13740;Q13740-2",89256.8,86719.1333333333,"Q13740","nonmito",""
"ALDH16A1","Q8IZ83",185458.333333333,194300.666666667,"Q8IZ83","nonmito",""
"ALDH18A1","P54886;P54886-2",415551,417969,"P54886","mito",""
"ALDH1A2","O94788",167405.333333333,177988.333333333,"O94788","nonmito",""
"ALDH1B1","P30837",234528.333333333,221215.333333333,"P30837","mito",""
"ALDH1L2","Q3SY69",173458.666666667,102226.366666667,"Q3SY69","mito",""
"ALDH2","P05091",403364,372261.333333333,"P05091","mito",""
"ALDH3A2","P51648;P51648-2",192234.333333333,192237.333333333,"P51648","mito",""
"ALDH4A1","P30038",39104.3,55146.2333333333,"P30038","mito",""
"ALDH5A1","P51649;P51649-2",95093.5,104208.333333333,"P51649","mito",""
"ALDH6A1","Q02252;Q02252-2",198793.333333333,226635.333333333,"Q02252","mito",""
"ALDH7A1","P49419-2",312494,279343,"P49419","mito",""
"ALDH9A1","P49189",262847.333333333,323804,"P49189","mito",""
"ALDOA","P04075",1213996.66666667,1361526.66666667,"P04075","nonmito",""
"ALDOC","P09972",273490,214870,"P09972","nonmito",""
"ALG1","Q9BT22",100331,95345.6,"Q9BT22","nonmito",""
"ALG10","Q5BKT4",331695.333333333,361057.333333333,"Q5BKT4","nonmito",""
"ALG13","Q9NP73",46311.4333333333,88271.8666666667,"Q9NP73","nonmito",""
"ALG2","Q9H553",131408.666666667,125462,"Q9H553","nonmito",""
"ALG3","Q92685;Q92685-2",65826.1666666667,65668.4666666667,"Q92685","nonmito",""
"ALG5","Q9Y673",208921,225040.666666667,"Q9Y673","nonmito",""
"ALG6","Q9Y672",214687,229797,"Q9Y672","nonmito",""
"ALG8","Q9BVK2;Q9BVK2-2",112918,111318,"Q9BVK2","nonmito",""
"ALG9","Q9H6U8;Q9H6U8-3",118857,114392.666666667,"Q9H6U8","nonmito",""
"ALKBH1","Q13686",156443.333333333,140423,"Q13686","mito",""
"ALKBH2","Q6NS38",139230.666666667,128311.333333333,"Q6NS38","nonmito",""
"ALKBH3","Q96Q83",147625.333333333,113862.333333333,"Q96Q83","nonmito",""
"ALKBH4","Q9NXW9",100084.4,124196.333333333,"Q9NXW9","nonmito",""
"ALKBH5","Q6P6C2",187215.666666667,177751,"Q6P6C2","nonmito",""
"ALKBH6","Q3KRA9;Q3KRA9-2",102133,115509.333333333,"Q3KRA9","nonmito",""
"ALMS1","Q8TCU4",91918.4666666667,89323.0666666667,"Q8TCU4","nonmito",""
"ALYREF","Q86V81",910019.333333333,886063,"Q86V81","nonmito",""
"AMBRA1","Q9C0C7;Q9C0C7-3;Q9C0C7-4;Q9C0C7-5",71526.0333333333,67587.7666666667,"Q9C0C7","nonmito",""
"AMFR","Q9UKV5",130347,108266,"Q9UKV5","nonmito",""
"AMMECR1","Q9Y4X0",93414.6333333333,126817,"Q9Y4X0","nonmito",""
"AMMECR1L","Q6DCA0",96210.2,90611.6666666667,"Q6DCA0","nonmito",""
"AMOT","Q4VCS5",198962.666666667,438092.333333333,"Q4VCS5","nonmito",""
"AMPD2","Q01433;Q01433-2",287455,255515,"Q01433","nonmito",""
"ANAPC1","Q9H1A4",114232,109527.666666667,"Q9H1A4","nonmito",""
"ANAPC16","Q96DE5",129694.333333333,127680,"Q96DE5","nonmito",""
"ANAPC2","Q9UJX6;Q9UJX6-2",140205,137262.666666667,"Q9UJX6","nonmito",""
"ANAPC4","Q9UJX5;Q9UJX5-3",126925,131223,"Q9UJX5","nonmito",""
"ANAPC5","Q9UJX4",94567.1,92397.8666666667,"Q9UJX4","nonmito",""
"ANAPC7","Q9UJX3;Q9UJX3-2",193567,193654.333333333,"Q9UJX3","nonmito",""
"ANGEL1","Q9UNK9",50677.9,52640.5333333333,"Q9UNK9","nonmito",""
"ANGEL2","Q5VTE6",39790.65,47493.4333333333,"Q5VTE6","mito",""
"ANK2","Q01484;Q01484-2;Q01484-5",88212.0666666667,78067.6666666667,"Q01484","nonmito",""
"ANK3","Q12955;Q12955-4;Q12955-5",112782,95738.2,"Q12955","nonmito",""
"ANKFY1","Q9P2R3",150973.333333333,167017,"Q9P2R3","nonmito",""
"ANKHD1","Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6",143928,146289.666666667,"0","nonmito",""
"ANKLE2","Q86XL3",122150.333333333,126245.333333333,"Q86XL3","nonmito",""
"ANKMY2","Q8IV38",33707.4333333333,56704.5333333333,"Q8IV38","nonmito",""
"ANKRD13A","Q8IZ07",156388.666666667,178001.666666667,"Q8IZ07","nonmito",""
"ANKRD17","O75179;O75179-2;O75179-7",170385.666666667,180814.666666667,"O75179","nonmito",""
"ANKRD28","O15084",137423.666666667,135270.666666667,"O15084","nonmito",""
"ANKRD40","Q6AI12",114902.333333333,111367,"Q6AI12","nonmito",""
"ANKRD49","Q8WVL7",41292.5666666667,59812.7666666667,"Q8WVL7","nonmito",""
"ANKRD52","Q8NB46",86268.5,98980.9,"Q8NB46","nonmito",""
"ANKRD54","Q6NXT1",80009.1666666667,68175.9666666667,"Q6NXT1","nonmito",""
"ANKS1A","Q92625",80494.6666666667,93984.9333333333,"Q92625","nonmito",""
"ANKZF1","Q9H8Y5",163832.666666667,141448.666666667,"Q9H8Y5","nonmito",""
"ANLN","Q9NQW6",82345.5,88195.7666666667,"Q9NQW6","nonmito",""
"ANO10","Q9NW15",177904.333333333,231435.666666667,"Q9NW15","nonmito",""
"ANP32A","P39687",1089900,1400976.66666667,"P39687","nonmito",""
"ANP32B","Q92688;Q92688-2",1318756.66666667,1279113.33333333,"Q92688","nonmito",""
"ANP32E","Q9BTT0",437031,478016.333333333,"Q9BTT0","nonmito",""
"ANTXR1","Q9H6X2;Q9H6X2-5",54710.3666666667,65960.9,"Q9H6X2","nonmito",""
"ANXA1","P04083",301286.666666667,57978.3333333333,"P04083","nonmito",""
"ANXA11","P50995;P50995-2",332368,348689,"P50995","nonmito",""
"ANXA2","P07355;P07355-2",729712.333333333,740580,"P07355","nonmito",""
"ANXA4","P09525",204064,192597.666666667,"P09525","nonmito",""
"ANXA5","P08758",1048006.66666667,1060240,"P08758","nonmito",""
"ANXA6","P08133",477591.666666667,541685.333333333,"P08133","nonmito",""
"ANXA7","P20073;P20073-2",387893,363305.333333333,"P20073","nonmito",""
"AP1AR","Q63HQ0",84287.85,72946.3,"Q63HQ0","nonmito",""
"AP1B1","Q10567;Q10567-2",366579.666666667,389886.666666667,"Q10567","nonmito",""
"AP1G1","O43747;O43747-2",287766.666666667,304437,"O43747","nonmito",""
"AP1G2","O75843",106199.966666667,67837.6666666667,"O75843","nonmito",""
"AP1M1","Q9BXS5;Q9BXS5-2",247198.333333333,270581,"Q9BXS5","nonmito",""
"AP1S1","P61966",214262,267095.333333333,"P61966","nonmito",""
"AP1S2","P56377",227313,239097,"P56377","nonmito",""
"AP2A1","O95782;O95782-2",208965.333333333,249468.333333333,"O95782","nonmito",""
"AP2A2","O94973",224544.666666667,233715,"O94973","nonmito",""
"AP2B1","P63010;P63010-2",231541,266951,"P63010","nonmito",""
"AP2M1","Q96CW1;Q96CW1-2",219619,237159.666666667,"Q96CW1","nonmito",""
"AP2S1","P53680",306189,349343.333333333,"P53680","nonmito",""
"AP3B1","O00203;O00203-3",225584.666666667,250289.333333333,"O00203","nonmito",""
"AP3D1","O14617;O14617-5",191337.333333333,206283,"O14617","nonmito",""
"AP3M1","Q9Y2T2",286880,301404.333333333,"Q9Y2T2","nonmito",""
"AP3M2","P53677",170592,191766,"P53677","nonmito",""
"AP3S1","Q92572",203776,215074,"Q92572","nonmito",""
"AP3S2","P59780",124814.333333333,182069.666666667,"P59780","nonmito",""
"AP4B1","Q9Y6B7",62703.8666666667,79993.6333333333,"Q9Y6B7","nonmito",""
"AP5B1","Q2VPB7",79836.5333333333,85792.3333333333,"Q2VPB7","nonmito",""
"AP5Z1","O43299",26222.8666666667,31475.6,"O43299","nonmito",""
"APAF1","O14727;O14727-4;O14727-5",85247.7,109929.866666667,"O14727","nonmito",""
"APBB1","O00213;O00213-2",121478.666666667,123053.666666667,"O00213","nonmito",""
"APC","P25054;P25054-2;P25054-3",50503.1333333333,50973.3,"P25054","nonmito",""
"APEH","P13798",464941.666666667,404977.666666667,"P13798","nonmito",""
"APEX1","P27695",612275.666666667,509810.666666667,"P27695","mito",""
"API5","Q9BZZ5",620787.666666667,566839.333333333,"Q9BZZ5","nonmito",""
"APIP","Q96GX9",255181.666666667,241152.333333333,"Q96GX9","nonmito",""
"APLP2","Q06481;Q06481-3;Q06481-6",111353,102521.666666667,"Q06481","nonmito",""
"APMAP","Q9HDC9",468655.333333333,414495,"Q9HDC9","nonmito",""
"APOB","P04114",108203,86284.4,"P04114","nonmito",""
"APOBEC3C","Q9NRW3",90690.7,125707.666666667,"Q9NRW3","nonmito",""
"APOE","P02649",181252,205989.333333333,"P02649","nonmito",""
"APOL2","Q9BQE5",89581.8,73966,"Q9BQE5","nonmito",""
"APOO","Q9BUR5",207979,199941,"Q9BUR5","mito",""
"APOOL","Q6UXV4",145107,124756.666666667,"Q6UXV4","mito",""
"APP","P05067;P05067-9",120017.333333333,124112,"P05067","nonmito",""
"APPL1","Q9UKG1",175919.666666667,188723,"Q9UKG1","nonmito",""
"APPL2","Q8NEU8;Q8NEU8-2;Q8NEU8-3",50099.9666666667,59938.6333333333,"Q8NEU8","nonmito",""
"APRT","P07741",955980.333333333,902775.333333333,"P07741","nonmito",""
"APTX","Q7Z2E3;Q7Z2E3-11;Q7Z2E3-7;Q7Z2E3-9",53715.7333333333,61334.2666666667,"Q7Z2E3","nonmito",""
"AQR","O60306",232513.333333333,224580.333333333,"O60306","nonmito",""
"ARAF","P10398",226618.666666667,227071.666666667,"P10398","nonmito",""
"ARAP1","Q96P48;Q96P48-3",183735.333333333,199607.333333333,"Q96P48","nonmito",""
"ARCN1","P48444",268139,273295.333333333,"P48444","nonmito",""
"ARF1","P84077",1265880,1434150,"P84077","nonmito",""
"ARF4","P18085",929938.666666667,904383.333333333,"P18085","nonmito",""
"ARF5","P84085",424637.666666667,489210.333333333,"P84085","mito",""
"ARF6","P62330",318438.666666667,298635.666666667,"P62330","nonmito",""
"ARFGAP1","Q8N6T3",171141,206215,"Q8N6T3","nonmito",""
"ARFGAP2","Q8N6H7",147905.333333333,143348.666666667,"Q8N6H7","nonmito",""
"ARFGAP3","Q9NP61;Q9NP61-2",103937,105196.333333333,"Q9NP61","nonmito",""
"ARFGEF1","Q9Y6D6",78708.8333333333,94514.7333333333,"Q9Y6D6","nonmito",""
"ARFGEF2","Q9Y6D5",103493.666666667,110462.666666667,"Q9Y6D5","nonmito",""
"ARFIP1","P53367",224037.666666667,236623.333333333,"P53367","nonmito",""
"ARFIP2","P53365",168572,196137.666666667,"P53365","nonmito",""
"ARG1","P05089;P05089-2",34246.75,98945.35,"P05089","nonmito",""
"ARG2","P78540",199634.666666667,148224.333333333,"P78540","mito",""
"ARHGAP1","Q07960",178506.666666667,169391.333333333,"Q07960","nonmito",""
"ARHGAP17","Q68EM7",183687,181919.333333333,"Q68EM7","nonmito",""
"ARHGAP21","Q5T5U3",53877.1666666667,54352.6,"Q5T5U3","nonmito",""
"ARHGAP35","Q9NRY4",84542.1666666667,91113.7666666667,"Q9NRY4","nonmito",""
"ARHGAP5","Q13017;Q13017-2",98482.8666666667,95396.4333333333,"Q13017","nonmito",""
"ARHGDIA","P52565",489998,597197,"P52565","nonmito",""
"ARHGEF1","Q92888-3",168642,170185.333333333,"Q92888","nonmito",""
"ARHGEF11","O15085-2",128914.666666667,142634.666666667,"O15085","nonmito",""
"ARHGEF12","Q9NZN5-2",93309.8666666667,89299.1666666667,"Q9NZN5","nonmito",""
"ARHGEF18","Q6ZSZ5;Q6ZSZ5-1;Q6ZSZ5-2;Q6ZSZ5-5;Q6ZSZ5-6",101151.1,103823.5,"Q6ZSZ5","nonmito",""
"ARHGEF2","Q92974;Q92974-2;Q92974-3",134400.666666667,149956.333333333,"Q92974","nonmito",""
"ARHGEF7","Q14155-1;Q14155-5",123371.333333333,126557.666666667,"Q14155","nonmito",""
"ARID1A","O14497",108253.333333333,112677,"O14497","nonmito",""
"ARID1B","Q8NFD5;Q8NFD5-2;Q8NFD5-3",140306.666666667,150644.666666667,"Q8NFD5","nonmito",""
"ARID2","Q68CP9;Q68CP9-3",66167.1333333333,68594.1333333333,"Q68CP9","nonmito",""
"ARID3A","Q99856",130963.666666667,116762.666666667,"Q99856","nonmito",""
"ARID3B","Q8IVW6;Q8IVW6-4",108251,142540.333333333,"Q8IVW6","nonmito",""
"ARID4B","Q4LE39;Q4LE39-2",66558.1666666667,79608.5333333333,"Q4LE39","nonmito",""
"ARIH1","Q9Y4X5",94599.5,109674.333333333,"Q9Y4X5","nonmito",""
"ARIH2","O95376",111093,98526.8,"O95376","nonmito",""
"ARL1","P40616;P40616-2",458239.333333333,481920,"P40616","nonmito",""
"ARL10","Q8N8L6",54455.0666666667,60134.55,"Q8N8L6","nonmito",""
"ARL14EP","Q8N8R7",152232.5,135179.666666667,"Q8N8R7","nonmito",""
"ARL15","Q9NXU5",73282.5,80655.1666666667,"Q9NXU5","nonmito",""
"ARL2","P36404",337944.333333333,364718,"P36404","mito",""
"ARL2BP","Q9Y2Y0;Q9Y2Y0-2",189008,202746.333333333,"Q9Y2Y0","nonmito",""
"ARL3","P36405",309127.333333333,346512,"P36405","nonmito",""
"ARL6","Q9H0F7;Q9H0F7-2",81396.7,90906.2666666667,"Q9H0F7","nonmito",""
"ARL6IP4","Q66PJ3;Q66PJ3-2;Q66PJ3-3;Q66PJ3-7",113070.333333333,147549.666666667,"Q66PJ3","nonmito",""
"ARL6IP5","O75915",432966.666666667,477640.666666667,"O75915","nonmito",""
