"genename","uniprot","mean_patient","mean_ctrl","mito","complex"
"DCTN2","Q13561;Q13561-2;Q13561-3",183661.666666667,249242.2,"nonmito",""
"DCTN3","O75935;O75935-3",48935.7,79832.56,"nonmito",""
"DCTN4","Q9UJW0",116827.333333333,101019.26,"nonmito",""
"DCTN5","Q9BTE1;Q9BTE1-2",137279,97084.8,"nonmito",""
"DCTN6","O00399",67590.3,62129.62,"nonmito",""
"DCUN1D1","Q96GG9",57907.9666666667,54872.9,"nonmito",""
"DCUN1D3","Q8IWE4",28013.6333333333,41453.5,"nonmito",""
"DCUN1D4","Q92564;Q92564-3",75526.5333333333,78708.7,"nonmito",""
"DCXR","Q7Z4W1",68687.1,70078.3,"mito",""
"DDAH1","O94760",81734.8333333333,164539,"nonmito",""
"DDAH2","O95865",140749,141121,"nonmito",""
"DDB1","Q16531",149348,172848.8,"nonmito",""
"DDB2","Q92466",70858.5333333333,61038.74,"nonmito",""
"DDHD2","O94830",51506.3,67752.625,"nonmito",""
"DDOST","P39656",1009117.33333333,1034828,"nonmito",""
"DDR2","Q16832",67315.0666666667,85818.14,"nonmito",""
"DDRGK1","Q96HY6",148654,111952.02,"nonmito",""
"DDT","P30046",400426.666666667,313349.2,"nonmito",""
"DDX1","Q92499",165204.333333333,159707,"nonmito",""
"DDX10","Q13206",26349.1666666667,33301.88,"nonmito",""
"DDX17","Q92841",230515.666666667,288764.8,"nonmito",""
"DDX18","Q9NVP1",56265.6,63352.76,"nonmito",""
"DDX19A","Q9NUU7",33237.3333333333,26349.7,"nonmito",""
"DDX19B","Q9UMR2;Q9UMR2-2",108645.666666667,104785.2,"nonmito",""
"DDX20","Q9UHI6",26874.2666666667,27444.38,"nonmito",""
"DDX21","Q9NR30",75941.3,78320.6,"nonmito",""
"DDX23","Q9BUQ8",76609.1333333333,81458.26,"nonmito",""
"DDX24","Q9GZR7",45790.1333333333,35075.72,"nonmito",""
"DDX27","Q96GQ7",44835.2333333333,60785.14,"nonmito",""
"DDX31","Q9H8H2",30017.0666666667,39776.2,"nonmito",""
"DDX39A","O00148",293414.333333333,339970,"nonmito",""
"DDX39B","Q13838;Q13838-2",201614.666666667,235513.4,"nonmito",""
"DDX3X","O00571",153874,205137.8,"nonmito",""
"DDX3Y","O15523",190769.666666667,256570.8,"nonmito",""
"DDX42","Q86XP3",90652.1333333333,102796.84,"nonmito",""
"DDX46","Q7L014",63812.0666666667,58755.28,"nonmito",""
"DDX47","Q9H0S4",51931.0333333333,62518.08,"nonmito",""
"DDX5","P17844;P17844-2",181682.333333333,214398,"nonmito",""
"DDX50","Q9BQ39",55693.0333333333,66837.66,"nonmito",""
"DDX52","Q9Y2R4",44813.5666666667,48399.8,"nonmito",""
"DDX54","Q8TDD1;Q8TDD1-2",55738.1,60210.72,"nonmito",""
"DDX56","Q9NY93;Q9NY93-2",48812.6666666667,62126.74,"nonmito",""
"DDX58","O95786",538687,59389.95,"nonmito",""
"DDX6","P26196",127655,169346.8,"nonmito",""
"DECR1","Q16698;Q16698-2",196395.666666667,191988.4,"mito",""
"DECR2","Q9NUI1",92679.8,74745.98,"nonmito",""
"DEGS1","O15121",166411.333333333,109246.22,"nonmito",""
"DEK","P35659",129878.666666667,131713.6,"nonmito",""
"DENND10","Q8TCE6;Q8TCE6-2",50197.6333333333,60278.68,"nonmito",""
"DENND4C","Q5VZ89;Q5VZ89-7",23813.55,17226.2666666667,"nonmito",""
"DENR","O43583",113600.333333333,76854.34,"nonmito",""
"DERA","Q9Y315",113760,77567.84,"nonmito",""
"DERL1","Q9BUN8",195540,187674.6,"nonmito",""
"DERL2","Q9GZP9",174373.333333333,228025,"nonmito",""
"DES","P17661",165586.333333333,136078.68,"nonmito",""
"DFFA","O00273",48655.0666666667,59149.9,"nonmito",""
"DGKA","P23743",53662.6,56564.48,"nonmito",""
"DGLUCY","Q7Z3D6;Q7Z3D6-2",25778.05,29504.45,"mito",""
"DHCR24","Q15392",124461.666666667,172042.54,"nonmito",""
"DHCR7","Q9UBM7",250838.666666667,316340.2,"nonmito",""
"DHPS","P49366",36752.2333333333,31545.45,"nonmito",""
"DHRS1","Q96LJ7",51402.6666666667,33447.12,"mito",""
"DHRS4","Q9BTZ2",137808.333333333,213310.6,"mito",""
"DHRS7","Q9Y394",165116,145134,"nonmito",""
"DHRS7B","Q6IAN0",71490.0333333333,35903.36,"mito",""
"DHRSX","Q8N5I4",80651.9666666667,36998.6,"nonmito",""
"DHTKD1","Q96HY7",39184.1333333333,65758.9333333333,"mito",""
"DHX15","O43143",179513.666666667,186390.2,"nonmito",""
"DHX16","O60231",57163.6,67194.48,"nonmito",""
"DHX29","Q7Z478",45481,55989.9,"nonmito",""
"DHX30","Q7L2E3;Q7L2E3-2;Q7L2E3-3",58369.2666666667,71360.14,"mito",""
"DHX36","Q9H2U1",39252.3666666667,37256.48,"nonmito",""
"DHX37","Q8IY37",36747.8333333333,35631.44,"nonmito",""
"DHX38","Q92620",31236.7333333333,34577.64,"nonmito",""
"DHX57","Q6P158",50446.1333333333,75688.96,"nonmito",""
"DHX9","Q08211",164500.333333333,204349.2,"nonmito",""
"DIABLO","Q9NR28;Q9NR28-2",26981.9,18953.76,"mito",""
"DIAPH1","O60610",64001.2333333333,89500.96,"nonmito",""
"DIAPH2","O60879;O60879-2;O60879-3",48478.6333333333,71107.36,"nonmito",""
"DIDO1","Q9BTC0",36179.3,41954.88,"nonmito",""
"DIMT1","Q9UNQ2",44676.6333333333,49076.66,"nonmito",""
"DIP2A","Q14689;Q14689-6",63359.3666666667,56123.1,"nonmito",""
"DIP2B","Q9P265",60526.5,55336.6,"nonmito",""
"DIP2C","Q9Y2E4",27386.4333333333,15887.1975,"nonmito",""
"DIPK2A","Q8NDZ4",35159.1,43721.72,"nonmito",""
"DIS3","Q9Y2L1",51154.9333333333,60888.82,"nonmito",""
"DIS3L2","Q8IYB7",36836.7666666667,63996.32,"nonmito",""
"DKC1","O60832",67638.5333333333,62972.92,"nonmito",""
"DKK3","Q9UBP4",92118.5333333333,138750.4,"nonmito",""
"DLAT","P10515",118907.666666667,133815.6,"mito",""
"DLC1","Q96QB1-6",34405.4,40264.4,"nonmito",""
"DLD","P09622",218753,219820,"mito",""
"DLG1","Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7",54366.2666666667,53116.34,"nonmito",""
"DLG5","Q8TDM6;Q8TDM6-4",48707.5333333333,59515.475,"nonmito",""
"DLGAP4","Q9Y2H0;Q9Y2H0-1;Q9Y2H0-3",49019.9,54937.78,"nonmito",""
"DLST","P36957",206412.333333333,233737.8,"mito",""
"DNAAF5","Q86Y56",25922.4666666667,51876.94,"nonmito",""
"DNAJA1","P31689",99681.2666666667,86924.38,"nonmito",""
"DNAJA2","O60884",112884.333333333,108915.32,"nonmito",""
"DNAJA3","Q96EY1",100252.666666667,110812.7,"mito",""
"DNAJB1","P25685",95672.5666666667,112247.86,"nonmito",""
"DNAJB11","Q9UBS4",219499.666666667,129095.2,"nonmito",""
"DNAJB12","Q9NXW2",62505.3,58265.52,"nonmito",""
"DNAJB2","P25686",58176.7,50934.42,"nonmito",""
"DNAJB4","Q9UDY4",154994.333333333,179956.08,"nonmito",""
"DNAJB6","O75190",117783.333333333,80392.46,"nonmito",""
"DNAJC1","Q96KC8",81278.7333333333,53389.54,"nonmito",""
"DNAJC10","Q8IXB1",141219.666666667,162035,"nonmito",""
"DNAJC11","Q9NVH1;Q9NVH1-3",117821,99195.14,"mito",""
"DNAJC13","O75165",76004.0333333333,81173.96,"nonmito",""
"DNAJC16","Q9Y2G8",37503.2,72447.28,"nonmito",""
"DNAJC17","Q9NVM6",44052.4,34387.12,"nonmito",""
"DNAJC19","Q96DA6",90929.8,72909.3,"mito",""
"DNAJC2","Q99543",40308.5333333333,38588.36,"nonmito",""
"DNAJC21","Q5F1R6;Q5F1R6-2;Q5F1R6-3",31153.1333333333,23180.04,"nonmito",""
"DNAJC25","Q9H1X3",44484.5666666667,34164.12,"nonmito",""
"DNAJC3","Q13217",81231.0333333333,91609.6,"nonmito",""
"DNAJC5","Q9H3Z4;Q9H3Z4-2",25554.9333333333,22089.86,"nonmito",""
"DNAJC7","Q99615",69188.8333333333,82345.52,"nonmito",""
"DNAJC8","O75937",75388.3666666667,80523.18,"nonmito",""
"DNAJC9","Q8WXX5",62319.3,75469.36,"nonmito",""
"DNASE2","O00115;O00115-2",147816.666666667,91570.04,"nonmito",""
"DNM1","Q05193",40877.7,93340.16,"nonmito",""
"DNM1L","O00429-4",96860.1,101184.06,"mito",""
"DNM2","P50570",101503.066666667,113233.2,"nonmito",""
"DNMBP","Q6XZF7",38940,58144.74,"nonmito",""
"DNMT1","P26358",51577.1,75105.48,"nonmito",""
"DNPEP","Q9ULA0",132014.666666667,98085.04,"nonmito",""
"DNPH1","O43598",129493,103666.32,"nonmito",""
"DNTTIP2","Q5QJE6",40674.3,42384.6,"nonmito",""
"DOCK1","Q14185",28145.6,31855.14,"nonmito",""
"DOCK10","Q96BY6;Q96BY6-3",51227.4666666667,61332.92,"nonmito",""
"DOCK5","Q9H7D0",46911.7666666667,75269.58,"nonmito",""
"DOCK7","Q96N67;Q96N67-2;Q96N67-3;Q96N67-4;Q96N67-5;Q96N67-6",60368.9666666667,77551.28,"nonmito",""
"DOHH","Q9BU89",37408,69584.675,"nonmito",""
"DOK1","Q99704",69085.0333333333,68245.52,"nonmito",""
"DOLPP1","Q86YN1",72633.6,81534.42,"nonmito",""
"DOP1B","Q9Y3R5;Q9Y3R5-2",32451.1666666667,32115.66,"nonmito",""
"DPAGT1","Q9H3H5;Q9H3H5-2",52437.9,30467.34,"nonmito",""
"DPCD","Q9BVM2",96473.6666666667,97551.16,"nonmito",""
"DPF2","Q92785",78610.0666666667,75562.98,"nonmito",""
"DPH5","Q9H2P9;Q9H2P9-5",45270.9666666667,62915.46,"nonmito",""
"DPM1","O60762",202670.333333333,183589.8,"nonmito",""
"DPM3","Q9P2X0;Q9P2X0-2",19599.1666666667,28083.68,"nonmito",""
"DPP3","Q9NY33",106242,127290.4,"nonmito",""
"DPP4","P27487",464793.666666667,268716.46,"nonmito",""
"DPP7","Q9UHL4",207995.666666667,85710.7,"nonmito",""
"DPP9","Q86TI2;Q86TI2-2",78619.6666666667,80957.6,"nonmito",""
"DPY19L1","Q2PZI1",72702.5333333333,57753.575,"nonmito",""
"DPYD","Q12882",68521.5,115063.58,"nonmito",""
"DPYSL2","Q16555;Q16555-2",701709,682537,"nonmito",""
"DPYSL3","Q14195-2",168330.333333333,249390.8,"nonmito",""
"DR1","Q01658",52525.7333333333,91105.18,"nonmito",""
"DRAP1","Q14919;Q14919-2",82734.5333333333,97239.4,"nonmito",""
"DRG1","Q9Y295",87691.9666666667,100148.36,"nonmito",""
"DRG2","P55039",95512.9,86202.44,"nonmito",""
"DSE","Q9UL01",69516.8,20520.995,"nonmito",""
"DSG1","Q02413",131124.733333333,36816.375,"nonmito",""
"DSP","P15924",112597.4,106206.22,"nonmito",""
"DST","Q03001",30671.8666666667,69837.24,"nonmito",""
"DSTN","P60981;P60981-2",234289,247160.8,"nonmito",""
"DTD1","Q8TEA8",115268,107606.84,"nonmito",""
"DTX3L","Q8TDB6",137503.333333333,32031.7,"nonmito",""
"DTYMK","P23919",126944.666666667,171813.8,"mito",""
"DUS3L","Q96G46",35758.5,36290.25,"nonmito",""
"DUSP12","Q9UNI6",35888.1,30347.075,"nonmito",""
"DUSP23","Q9BVJ7",80193.2,95248.475,"nonmito",""
"DUSP3","P51452",250572.666666667,211134.2,"nonmito",""
"DUT","P33316",215657.666666667,239120,"mito",""
"DVL1","O14640-2",47272.3333333333,44667.64,"nonmito",""
"DVL2","O14641",46582.3333333333,37841.38,"nonmito",""
"DYM","Q7RTS9",44566.7666666667,43554.58,"nonmito",""
"DYNC1H1","Q14204",229879.333333333,256650.2,"nonmito",""
"DYNC1I2","Q13409-2;Q13409-3",119774.333333333,92913.92,"nonmito",""
"DYNC1LI1","Q9Y6G9",82172.8666666667,101178.72,"nonmito",""
"DYNC1LI2","O43237",164287,126453.2,"nonmito",""
"DYNLL1","P63167",49273.5,51807.4,"nonmito",""
"DYNLRB1","Q9NP97",270800,305390.8,"nonmito",""
"DYNLT1","P63172",104972.4,38097.52,"nonmito",""
"DYNLT3","P51808",56359.4,46456.9,"nonmito",""
"EARS2","Q5JPH6;Q5JPH6-2",55166.7333333333,49363.5,"mito",""
"EBNA1BP2","Q99848",107977,108916.14,"nonmito",""
"EBP","Q15125",119542.666666667,89911.02,"nonmito",""
"ECE1","P42892;P42892-2;P42892-3;P42892-4",61158.5666666667,77595.28,"nonmito",""
"ECH1","Q13011",206783,142646.8,"mito",""
"ECHDC1","Q9NTX5;Q9NTX5-2;Q9NTX5-6",165756.333333333,125861.48,"mito",""
"ECHS1","P30084",117687,117146.62,"mito",""
"ECI1","P42126;P42126-2",201721.666666667,187642.6,"mito",""
"ECI2","O75521;O75521-2",75548.4666666667,83509.5,"mito",""
"ECM1","Q16610;Q16610-4",132013,100260.8,"nonmito",""
"ECPAS","Q5VYK3",75335.1666666667,90890.84,"nonmito",""
"ECSIT","Q9BQ95",34644.3333333333,43733.98,"mito",""
"EDC3","Q96F86",36705,42663.36,"nonmito",""
"EDC4","Q6P2E9",60880.1,91610.5,"nonmito",""
"EDEM3","Q9BZQ6;Q9BZQ6-2",24986.2666666667,54467.02,"nonmito",""
"EDF1","O60869",191178,161937.4,"nonmito",""
"EDIL3","O43854;O43854-2",108322,67556.98,"nonmito",""
"EEA1","Q15075",75367.0333333333,76240.2,"nonmito",""
"EED","O75530;O75530-2;O75530-3",34141.0666666667,44183.7333333333,"nonmito",""
"EEF1A1","P68104",1055656.66666667,1031027.2,"nonmito",""
"EEF1A2","Q05639",155370,150776.6,"nonmito",""
"EEF1AKNMT","Q8N6R0",34611.2333333333,51731.78,"nonmito",""
"EEF1B2","P24534",316694.333333333,366803.8,"nonmito",""
"EEF1D","P29692",288517.666666667,386697.4,"nonmito",""
"EEF1E1","O43324",165006.333333333,201865.4,"nonmito",""
"EEF1G","P26641",710344.333333333,806666.4,"nonmito",""
"EEF2","P13639",587322.666666667,637940.2,"nonmito",""
"EEF2K","O00418",56779.05,78804.96,"nonmito",""
"EEFSEC","P57772",55380.7333333333,49469.6,"nonmito",""
"EFEMP1","Q12805;Q12805-2;Q12805-3;Q12805-4",200724.333333333,21190.85,"nonmito",""
"EFEMP2","O95967",38830.7,42050.0333333333,"nonmito",""
"EFHD2","Q96C19",89565.6,109366.84,"nonmito",""
"EFL1","Q7Z2Z2",69186.8333333333,91748.82,"nonmito",""
"EFR3A","Q14156",47161,47966.18,"nonmito",""
"EFTUD2","Q15029",113185,123450.8,"nonmito",""
"EGFR","P00533",50741.1666666667,85775.64,"nonmito",""
"EGLN1","Q9GZT9;Q9GZT9-2",37856,37426.12,"nonmito",""
"EHBP1","Q8NDI1;Q8NDI1-2;Q8NDI1-3",37491.9666666667,41391.42,"nonmito",""
"EHBP1L1","Q8N3D4",46824.6,67390.64,"nonmito",""
"EHD1","Q9H4M9",149748.666666667,225165,"nonmito",""
"EHD2","Q9NZN4",374508,495428.2,"nonmito",""
"EHD3","Q9NZN3",205013.666666667,292546.8,"nonmito",""
"EHD4","Q9H223",297848.333333333,262762.2,"nonmito",""
"EHHADH","Q08426",73844.3666666667,43621.76,"mito",""
"EI24","O14681",75312.7666666667,68392.12,"nonmito",""
"EIF1","P41567",84285.2666666667,98260.62,"nonmito",""
"EIF1AD","Q8N9N8",48721.8666666667,27221.88,"nonmito",""
"EIF1AX","P47813",184149,189953.6,"nonmito",""
"EIF2A","Q9BY44",89960.3,93724.7,"nonmito",""
"EIF2AK2","P19525",291476,106321.2,"nonmito",""
"EIF2AK4","Q9P2K8;Q9P2K8-2",44312.2333333333,59093.92,"nonmito",""
"EIF2B1","Q14232",108437,95567.9,"nonmito",""
"EIF2B2","P49770",83991.8333333333,64752.62,"nonmito",""
"EIF2B3","Q9NR50",116652.666666667,129957.4,"nonmito",""
"EIF2B4","Q9UI10",106373,114867.2,"nonmito",""
"EIF2B5","Q13144",81958.2,83192.56,"nonmito",""
"EIF2D","P41214",69964.6333333333,54346.68,"nonmito",""
"EIF2S1","P05198",272275.666666667,228522.4,"nonmito",""
"EIF2S2","P20042",177504.666666667,127771.6,"nonmito",""
"EIF2S3","P41091",244077.666666667,191257.2,"nonmito",""
"EIF3A","Q14152",131396,158319.6,"nonmito",""
"EIF3B","P55884;P55884-2",180217,210957,"nonmito",""
"EIF3C","Q99613",182127,214441.6,"nonmito",""
"EIF3D","O15371;O15371-2;O15371-3",139218,146208.8,"nonmito",""
"EIF3E","P60228",197123.666666667,253045.8,"nonmito",""
"EIF3F","O00303",171712.333333333,255516.2,"nonmito",""
"EIF3G","O75821",108267.666666667,105832,"nonmito",""
"EIF3H","O15372",106205.666666667,122888.4,"nonmito",""
"EIF3I","Q13347",188520,196094.6,"nonmito",""
"EIF3J","O75822",103982.666666667,87214,"nonmito",""
"EIF3K","Q9UBQ5;Q9UBQ5-2",66123.1,57155.76,"nonmito",""
"EIF3L","Q9Y262",195247.333333333,247710.4,"nonmito",""
"EIF3M","Q7L2H7",121429.333333333,145247.2,"nonmito",""
"EIF4A1","P60842",413849.333333333,528559.8,"nonmito",""
"EIF4A2","Q14240;Q14240-2",195361.333333333,207945.2,"nonmito",""
"EIF4A3","P38919",146494.333333333,157661.8,"nonmito",""
"EIF4B","P23588",117526.333333333,118907.16,"nonmito",""
"EIF4E","P06730;P06730-2",159922.333333333,172050.8,"nonmito",""
"EIF4E2","O60573",58425.0666666667,63822.46,"nonmito",""
"EIF4G1","Q04637-8",142088,167221.6,"nonmito",""
"EIF4G2","P78344",122949.666666667,180289.8,"nonmito",""
"EIF4G3","O43432;O43432-3",49208.4,62347.74,"nonmito",""
"EIF4H","Q15056",241063,173275,"nonmito",""
"EIF5","P55010",150038.333333333,155366.6,"nonmito",""
"EIF5A","P63241",316346.666666667,305833.2,"nonmito",""
"EIF5B","O60841",96003.8,106096.16,"nonmito",""
"EIF6","P56537",285842,192669.2,"nonmito",""
"EIPR1","Q53HC9",57597.4333333333,44300.96,"nonmito",""
"ELAC2","Q9BQ52",51578.0333333333,54938.38,"mito",""
"ELAVL1","Q15717",208720,248206.6,"nonmito",""
"ELMO2","Q96JJ3",69499.1,74412.06,"nonmito",""
"ELMOD2","Q8IZ81",113243,104623.4,"nonmito",""
"ELOA","Q14241",25965.6,18693.034,"nonmito",""
"ELOB","Q15370;Q15370-2",153856.666666667,196847.4,"nonmito",""
"ELOC","Q15369",71197.4666666667,82561.32,"nonmito",""
"ELOVL1","Q9BW60",118067.666666667,60416.9,"nonmito",""
"ELOVL5","Q9NYP7;Q9NYP7-2",158711.666666667,192496.34,"nonmito",""
"ELP1","O95163",56063.6,56372.76,"nonmito",""
"ELP3","Q9H9T3;Q9H9T3-2",71285.3666666667,92100.26,"nonmito",""
"ELP4","Q96EB1",47527.9666666667,35893.3,"nonmito",""
"ELP6","Q0PNE2;Q0PNE2-2",48858.2333333333,49370.42,"nonmito",""
"EMC1","Q8N766;Q8N766-2",114825.333333333,110951,"nonmito",""
"EMC10","Q5UCC4;Q5UCC4-2",210923.333333333,106814.38,"nonmito",""
"EMC2","Q15006",150982.333333333,111198.76,"nonmito",""
"EMC3","Q9P0I2",190738.666666667,138554.2,"nonmito",""
"EMC4","Q5J8M3;Q5J8M3-2",184666,128017.8,"nonmito",""
"EMC6","Q9BV81",197242.666666667,160096,"nonmito",""
"EMC7","Q9NPA0",226230.666666667,190902.4,"nonmito",""
"EMC8","O43402",65237.4666666667,58167.2,"nonmito",""
"EMD","P50402",320620.666666667,260530.4,"nonmito",""
"EMG1","Q92979",69879.4666666667,62979.86,"nonmito",""
"EMILIN1","Q9Y6C2",32835.5333333333,36350.24,"nonmito",""
"EML1","O00423;O00423-3",72454.4666666667,44083.425,"nonmito",""
"EML2","O95834;O95834-2;O95834-3",106456,75135.14,"nonmito",""
"EML3","Q32P44",67407.1333333333,77697.7,"nonmito",""
"EML4","Q9HC35",83584.4666666667,72304.68,"nonmito",""
"EMP3","P54852",199065,93323.08,"nonmito",""
"ENAH","Q8N8S7;Q8N8S7-2;Q8N8S7-3",151285.333333333,131064.8,"nonmito",""
"ENDOD1","O94919",143802,124266.98,"nonmito",""
"ENDOG","Q14249",93415.2,33081.2,"mito",""
"ENG","P17813;P17813-2",341481.333333333,215684.6,"nonmito",""
"ENO1","P06733",643926.333333333,575063.4,"nonmito",""
"ENO2","P09104",225725.666666667,159975,"nonmito",""
"ENOPH1","Q9UHY7",178986.666666667,96179.32,"nonmito",""
"ENPP1","P22413",252359.333333333,75506.74,"nonmito",""
"ENSA","O43768;O43768-2;O43768-3;O43768-4;O43768-9",47116.5,53638.7,"nonmito",""
"EOGT","Q5NDL2",82727.4333333333,84010.64,"nonmito",""
"EPB41L1","Q9H4G0-2",26808.4,31898.175,"nonmito",""
"EPB41L2","O43491",83503.4,78050.96,"nonmito",""
"EPB41L3","Q9Y2J2-2",94507.9333333333,86161.2,"nonmito",""
"EPDR1","Q9UM22",64396.4333333333,153106.35,"nonmito",""
"EPG5","Q9HCE0",52742.6666666667,61887.56,"nonmito",""
"EPHA2","P29317",51164.4,55772.56,"nonmito",""
"EPHB2","P29323;P29323-2;P29323-3",38663.2666666667,65691.6,"nonmito",""
"EPHB3","P54753",71828.3666666667,53134.66,"nonmito",""
"EPHB4","P54760",24701.0666666667,35483.8333333333,"nonmito",""
"EPHX1","P07099",258077.666666667,142527.2,"nonmito",""
"EPM2AIP1","Q7L775",43883.2333333333,47626.4,"nonmito",""
"EPN1","Q9Y6I3;Q9Y6I3-1;Q9Y6I3-3",49247.8,61579.92,"nonmito",""
"EPN2","O95208;O95208-2",45925.1333333333,52727.32,"nonmito",""
"EPRS1","P07814",176626,163645.4,"nonmito",""
"EPS15","P42566",37837.7333333333,50943.24,"nonmito",""
"EPS15L1","Q9UBC2-2",41976.5,85800.04,"nonmito",""
"EPS8","Q12929",81808.2333333333,95825.74,"nonmito",""
"EPS8L2","Q9H6S3;Q9H6S3-3",74189.3,93237.54,"nonmito",""
"ERAP1","Q9NZ08;Q9NZ08-2",109357.333333333,105139.34,"nonmito",""
"ERBB2","P04626;P04626-4;P04626-5",42938.7666666667,83888.32,"nonmito",""
"ERBIN","Q96RT1;Q96RT1-2;Q96RT1-3;Q96RT1-5;Q96RT1-8;Q96RT1-9",48086.2333333333,77759.46,"nonmito",""
"ERC1","Q8IUD2",61562.9333333333,60631.08,"nonmito",""
"ERCC2","P18074",43004.2666666667,26258.3,"nonmito",""
"ERCC3","P19447",28946,35511.8,"nonmito",""
"ERCC6L","Q2NKX8",64337.3,38514.3,"nonmito",""
"ERGIC1","Q969X5;Q969X5-2",149286,228444.4,"nonmito",""
"ERGIC2","Q96RQ1",48173.5333333333,60490.56,"nonmito",""
"ERGIC3","Q9Y282;Q9Y282-3",46862.6,54223.42,"nonmito",""
"ERH","P84090",75372.4,76646.1,"nonmito",""
"ERI3","O43414;O43414-2;O43414-3",179144,168833.8,"nonmito",""
"ERLEC1","Q96DZ1;Q96DZ1-3",68206.2,64378.46,"nonmito",""
"ERLIN1","O75477",149998.666666667,142030.6,"nonmito",""
"ERLIN2","O94905",157805.333333333,162301.2,"nonmito",""
"ERMP1","Q7Z2K6",35505.5,49553.54,"nonmito",""
"ERO1A","Q96HE7",176808,127082,"nonmito",""
"ERP29","P30040",537830.666666667,483471.8,"nonmito",""
"ERP44","Q9BS26",327396.333333333,314938.8,"nonmito",""
"ESD","P10768",290892.333333333,218774.2,"nonmito",""
"ESYT1","Q9BSJ8",206958.333333333,257302.6,"nonmito",""
"ESYT2","A0FGR8;A0FGR8-2;A0FGR8-6",114543.666666667,109355,"nonmito",""
"ETF1","P62495",152187.666666667,155632,"nonmito",""
"ETFA","P13804",187063,159252,"mito",""
"ETFB","P38117",236761.333333333,242902,"mito",""
"ETFDH","Q16134",37021.9333333333,38451.78,"mito",""
"ETHE1","O95571",141254,229246.4,"mito",""
"EWSR1","Q01844;Q01844-3;Q01844-5;Q01844-6",200237.666666667,130697,"nonmito",""
"EXD2","Q9NVH0",39235.5333333333,42881.96,"mito",""
"EXOC1","Q9NV70-2",86096.9,92717.44,"nonmito",""
"EXOC2","Q96KP1",77208.2666666667,82109.26,"nonmito",""
"EXOC3","O60645",97944.8333333333,103301.32,"nonmito",""
"EXOC4","Q96A65",59132.4,75929.88,"nonmito",""
"EXOC5","O00471",90779,103634.12,"nonmito",""
"EXOC6B","Q9Y2D4",58051.9,72864.28,"nonmito",""
"EXOC7","Q9UPT5;Q9UPT5-5;Q9UPT5-6",75305.1,80248.9,"nonmito",""
"EXOC8","Q8IYI6",49665.0666666667,65316.18,"nonmito",""
"EXOG","Q9Y2C4",50719.9666666667,61586,"mito",""
"EXOSC1","Q9Y3B2",44778.8333333333,35836.12,"nonmito",""
"EXOSC10","Q01780",46424.0666666667,52098.38,"nonmito",""
"EXOSC2","Q13868",91682.0333333333,76697.16,"nonmito",""
"EXOSC3","Q9NQT5",25451.3,25546.68,"nonmito",""
"EXOSC4","Q9NPD3",42332.3,57367.24,"nonmito",""
"EXOSC5","Q9NQT4",42532.4333333333,57839.76,"nonmito",""
"EXOSC6","Q5RKV6",39060.0666666667,49719.5,"nonmito",""
"EXOSC7","Q15024",49666.3666666667,53278.06,"nonmito",""
"EXOSC9","Q06265;Q06265-2",66197.1,56359.72,"nonmito",""
"EXT2","Q93063;Q93063-3",70870.4666666667,87227.94,"nonmito",""
"EZR","P15311",188033,201074.8,"nonmito",""
"F3","P13726",85163.2666666667,38867.92,"nonmito",""
"FABP3","P05413",81148.2333333333,132507.68,"nonmito",""
"FABP5","Q01469",94756.1666666667,67839.96,"nonmito",""
"FADS2","O95864",46910.9666666667,79951.96,"nonmito",""
"FADS3","Q9Y5Q0",63430,39885.7,"nonmito",""
"FAF1","Q9UNN5",55436.1,68739.88,"nonmito",""
"FAF2","Q96CS3",168043.333333333,146527.2,"nonmito",""
"FAH","P16930",88977.1,110860.8,"nonmito",""
"FAHD1","Q6P587",120038,72396.5,"mito",""
"FAHD2A","Q96GK7",77697.9666666667,82114.82,"mito",""
"FAIM","Q9NVQ4",39571.9666666667,59173.46,"nonmito",""
"FAM114A1","Q8IWE2",124120,155446.8,"nonmito",""
"FAM114A2","Q9NRY5",42264.6,61043.48,"nonmito",""
"FAM120A","Q9NZB2;Q9NZB2-6",83865.5666666667,81126.18,"nonmito",""
"FAM120B","Q96EK7",52214.2666666667,51222.66,"nonmito",""
"FAM120C","Q9NX05",88836.5,93338.46,"nonmito",""
"FAM126A","Q9BYI3;Q9BYI3-3",45954.6666666667,45840.58,"nonmito",""
"FAM160A2","Q8N612;Q8N612-2",84957.3333333333,111500.8,"nonmito",""
"FAM160B1","Q5W0V3",87680.6,89488.56,"nonmito",""
"FAM162A","Q96A26",45483.5,36091.3,"mito",""
"FAM172A","Q8WUF8",36946.35,39570.55,"nonmito",""
"FAM177A1","Q8N128;Q8N128-2",61375.3,54722.875,"nonmito",""
"FAM20B","O75063",47963.8,50001.12,"nonmito",""
"FAM234A","Q9H0X4",36980.3333333333,45857.68,"nonmito",""
"FAM3C","Q92520",139385.333333333,144243.2,"nonmito",""
"FAM50A","Q14320",65579.9666666667,61454.66,"nonmito",""
"FAM91A1","Q658Y4",54236.1333333333,71500.88,"nonmito",""
"FAM98A","Q8NCA5",142901,138936.2,"nonmito",""
"FAM98B","Q52LJ0",92077.7,49572.02,"nonmito",""
"FAP","Q12884",333557,132978.02,"nonmito",""
"FAR1","Q8WVX9",39704.8666666667,49011.82,"nonmito",""
