"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"AKAP17A","Q02040",83581.5333333333,67916.0333333333,"Q02040","nonmito",""
"AKAP2","Q9Y2D5-4;Q9Y2D5-6",56536.5,67367.8666666667,"0","nonmito",""
"AKAP8","O43823",83524.8333333333,86139.5333333333,"O43823","nonmito",""
"AKAP8L","Q9ULX6",248672.666666667,224161,"Q9ULX6","nonmito",""
"AKAP9","Q99996;Q99996-3;Q99996-6",133138.333333333,142772.333333333,"Q99996","nonmito",""
"AKR1A1","P14550",203045.333333333,207639.333333333,"P14550","nonmito",""
"AKR1B1","P15121",342722.333333333,419122.333333333,"P15121","nonmito",""
"AKR7A2","O43488",392894.333333333,425149.333333333,"O43488","mito",""
"AKT1","P31749;P31749-2",73665.5333333333,77946.3333333333,"P31749","nonmito",""
"AKT1S1","Q96B36",200170,200193.666666667,"Q96B36","nonmito",""
"AKT2","P31751",150895,141222,"P31751","nonmito",""
"AKT3","Q9Y243;Q9Y243-2",117305,107820.666666667,"Q9Y243","nonmito",""
"AKTIP","Q9H8T0;Q9H8T0-2",110748.666666667,123737.333333333,"Q9H8T0","nonmito",""
"ALAD","P13716;P13716-2",110646.333333333,112856.666666667,"P13716","nonmito",""
"ALAS1","P13196",43042.5,39789.1333333333,"P13196","mito",""
"ALCAM","Q13740;Q13740-2",98564.7666666667,86719.1333333333,"Q13740","nonmito",""
"ALDH16A1","Q8IZ83",170100.666666667,194300.666666667,"Q8IZ83","nonmito",""
"ALDH18A1","P54886;P54886-2",411096.333333333,417969,"P54886","mito",""
"ALDH1A2","O94788",153814.666666667,177988.333333333,"O94788","nonmito",""
"ALDH1B1","P30837",231515,221215.333333333,"P30837","mito",""
"ALDH1L2","Q3SY69",103124.433333333,102226.366666667,"Q3SY69","mito",""
"ALDH2","P05091",408304,372261.333333333,"P05091","mito",""
"ALDH3A2","P51648;P51648-2",186938.333333333,192237.333333333,"P51648","mito",""
"ALDH4A1","P30038",54497.4666666667,55146.2333333333,"P30038","mito",""
"ALDH5A1","P51649;P51649-2",100145.866666667,104208.333333333,"P51649","mito",""
"ALDH6A1","Q02252;Q02252-2",213027,226635.333333333,"Q02252","mito",""
"ALDH7A1","P49419-2",311808,279343,"P49419","mito",""
"ALDH9A1","P49189",326527.666666667,323804,"P49189","mito",""
"ALDOA","P04075",1247300,1361526.66666667,"P04075","nonmito",""
"ALDOC","P09972",247664.666666667,214870,"P09972","nonmito",""
"ALG1","Q9BT22",109204.333333333,95345.6,"Q9BT22","nonmito",""
"ALG10","Q5BKT4",341245.666666667,361057.333333333,"Q5BKT4","nonmito",""
"ALG11","Q2TAA5",101878.433333333,88303.6333333333,"Q2TAA5","nonmito",""
"ALG13","Q9NP73",65172.0333333333,88271.8666666667,"Q9NP73","nonmito",""
"ALG14","Q96F25",174699.5,180984.5,"Q96F25","nonmito",""
"ALG2","Q9H553",160540.333333333,125462,"Q9H553","nonmito",""
"ALG3","Q92685;Q92685-2",74661.0333333333,65668.4666666667,"Q92685","nonmito",""
"ALG5","Q9Y673",253883.666666667,225040.666666667,"Q9Y673","nonmito",""
"ALG6","Q9Y672",231199.333333333,229797,"Q9Y672","nonmito",""
"ALG8","Q9BVK2;Q9BVK2-2",119046.666666667,111318,"Q9BVK2","nonmito",""
"ALG9","Q9H6U8;Q9H6U8-3",127010,114392.666666667,"Q9H6U8","nonmito",""
"ALKBH1","Q13686",169290,140423,"Q13686","mito",""
"ALKBH2","Q6NS38",150470.666666667,128311.333333333,"Q6NS38","nonmito",""
"ALKBH3","Q96Q83",158718,113862.333333333,"Q96Q83","nonmito",""
"ALKBH4","Q9NXW9",131531.666666667,124196.333333333,"Q9NXW9","nonmito",""
"ALKBH5","Q6P6C2",209451.333333333,177751,"Q6P6C2","nonmito",""
"ALKBH6","Q3KRA9;Q3KRA9-2",110114.266666667,115509.333333333,"Q3KRA9","nonmito",""
"ALMS1","Q8TCU4",100416.966666667,89323.0666666667,"Q8TCU4","nonmito",""
"ALYREF","Q86V81",1089666.66666667,886063,"Q86V81","nonmito",""
"AMBRA1","Q9C0C7;Q9C0C7-3;Q9C0C7-4;Q9C0C7-5",77096.1333333333,67587.7666666667,"Q9C0C7","nonmito",""
"AMFR","Q9UKV5",104866,108266,"Q9UKV5","nonmito",""
"AMMECR1","Q9Y4X0",99811.6666666667,126817,"Q9Y4X0","nonmito",""
"AMMECR1L","Q6DCA0",96554.5666666667,90611.6666666667,"Q6DCA0","nonmito",""
"AMOT","Q4VCS5",163836.666666667,438092.333333333,"Q4VCS5","nonmito",""
"AMOTL1","Q8IY63;Q8IY63-2",16987.25,85977.1666666667,"Q8IY63","nonmito",""
"AMPD2","Q01433;Q01433-2",244644,255515,"Q01433","nonmito",""
"AMZ2","Q86W34",148419.333333333,138937.333333333,"Q86W34","nonmito",""
"ANAPC1","Q9H1A4",117309,109527.666666667,"Q9H1A4","nonmito",""
"ANAPC16","Q96DE5",127168.333333333,127680,"Q96DE5","nonmito",""
"ANAPC2","Q9UJX6;Q9UJX6-2",141732,137262.666666667,"Q9UJX6","nonmito",""
"ANAPC4","Q9UJX5;Q9UJX5-3",124619,131223,"Q9UJX5","nonmito",""
"ANAPC5","Q9UJX4",86863.5333333333,92397.8666666667,"Q9UJX4","nonmito",""
"ANAPC7","Q9UJX3;Q9UJX3-2",179498,193654.333333333,"Q9UJX3","nonmito",""
"ANGEL1","Q9UNK9",38151.35,52640.5333333333,"Q9UNK9","nonmito",""
"ANGEL2","Q5VTE6",59049.8333333333,47493.4333333333,"Q5VTE6","mito",""
"ANK2","Q01484;Q01484-2;Q01484-5",92817.3666666667,78067.6666666667,"Q01484","nonmito",""
"ANK3","Q12955;Q12955-4;Q12955-5",101577.5,95738.2,"Q12955","nonmito",""
"ANKFY1","Q9P2R3",150312.666666667,167017,"Q9P2R3","nonmito",""
"ANKHD1","Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6",131822.666666667,146289.666666667,"0","nonmito",""
"ANKLE2","Q86XL3",123600,126245.333333333,"Q86XL3","nonmito",""
"ANKMY2","Q8IV38",45910.7666666667,56704.5333333333,"Q8IV38","nonmito",""
"ANKRD13A","Q8IZ07",166830.333333333,178001.666666667,"Q8IZ07","nonmito",""
"ANKRD17","O75179;O75179-2;O75179-7",158177.666666667,180814.666666667,"O75179","nonmito",""
"ANKRD28","O15084",135679,135270.666666667,"O15084","nonmito",""
"ANKRD40","Q6AI12",103839.333333333,111367,"Q6AI12","nonmito",""
"ANKRD49","Q8WVL7",73602.4333333333,59812.7666666667,"Q8WVL7","nonmito",""
"ANKRD52","Q8NB46",84155.3333333333,98980.9,"Q8NB46","nonmito",""
"ANKS1A","Q92625",86230.5666666667,93984.9333333333,"Q92625","nonmito",""
"ANKZF1","Q9H8Y5",155445.666666667,141448.666666667,"Q9H8Y5","nonmito",""
"ANLN","Q9NQW6",109648,88195.7666666667,"Q9NQW6","nonmito",""
"ANO10","Q9NW15",201844.666666667,231435.666666667,"Q9NW15","nonmito",""
"ANP32A","P39687",1304230,1400976.66666667,"P39687","nonmito",""
"ANP32B","Q92688;Q92688-2",1295720,1279113.33333333,"Q92688","nonmito",""
"ANP32E","Q9BTT0",453674,478016.333333333,"Q9BTT0","nonmito",""
"ANTXR1","Q9H6X2;Q9H6X2-5",55724.6333333333,65960.9,"Q9H6X2","nonmito",""
"ANXA1","P04083",125584.333333333,57978.3333333333,"P04083","nonmito",""
"ANXA11","P50995;P50995-2",323441.333333333,348689,"P50995","nonmito",""
"ANXA2","P07355;P07355-2",859535.666666667,740580,"P07355","nonmito",""
"ANXA4","P09525",220636,192597.666666667,"P09525","nonmito",""
"ANXA5","P08758",1143083.33333333,1060240,"P08758","nonmito",""
"ANXA6","P08133",499442.333333333,541685.333333333,"P08133","nonmito",""
"ANXA7","P20073;P20073-2",333896.666666667,363305.333333333,"P20073","nonmito",""
"AP1AR","Q63HQ0",86025.55,72946.3,"Q63HQ0","nonmito",""
"AP1B1","Q10567;Q10567-2",359549,389886.666666667,"Q10567","nonmito",""
"AP1G1","O43747;O43747-2",294602,304437,"O43747","nonmito",""
"AP1G2","O75843",66054.7333333333,67837.6666666667,"O75843","nonmito",""
"AP1M1","Q9BXS5;Q9BXS5-2",290903,270581,"Q9BXS5","nonmito",""
"AP1S1","P61966",317419,267095.333333333,"P61966","nonmito",""
"AP1S2","P56377",276639,239097,"P56377","nonmito",""
"AP2A1","O95782;O95782-2",220509.666666667,249468.333333333,"O95782","nonmito",""
"AP2A2","O94973",212811,233715,"O94973","nonmito",""
"AP2B1","P63010;P63010-2",240175.333333333,266951,"P63010","nonmito",""
"AP2M1","Q96CW1;Q96CW1-2",283806,237159.666666667,"Q96CW1","nonmito",""
"AP2S1","P53680",448002,349343.333333333,"P53680","nonmito",""
"AP3B1","O00203;O00203-3",229642,250289.333333333,"O00203","nonmito",""
"AP3D1","O14617;O14617-5",201517.333333333,206283,"O14617","nonmito",""
"AP3M1","Q9Y2T2",283012.666666667,301404.333333333,"Q9Y2T2","nonmito",""
"AP3M2","P53677",178034.333333333,191766,"P53677","nonmito",""
"AP3S1","Q92572",213805.333333333,215074,"Q92572","nonmito",""
"AP3S2","P59780",254886,182069.666666667,"P59780","nonmito",""
"AP5B1","Q2VPB7",84265.2666666667,85792.3333333333,"Q2VPB7","nonmito",""
"AP5Z1","O43299",32866.2666666667,31475.6,"O43299","nonmito",""
"APAF1","O14727;O14727-4;O14727-5",189138.433333333,109929.866666667,"O14727","nonmito",""
"APBB1","O00213;O00213-2",143403.333333333,123053.666666667,"O00213","nonmito",""
"APC","P25054;P25054-2;P25054-3",53752.2333333333,50973.3,"P25054","nonmito",""
"APEH","P13798",377436,404977.666666667,"P13798","nonmito",""
"APEX1","P27695",580391.666666667,509810.666666667,"P27695","mito",""
"API5","Q9BZZ5",553195.333333333,566839.333333333,"Q9BZZ5","nonmito",""
"APIP","Q96GX9",235797.333333333,241152.333333333,"Q96GX9","nonmito",""
"APLP2","Q06481;Q06481-3;Q06481-6",104442.666666667,102521.666666667,"Q06481","nonmito",""
"APMAP","Q9HDC9",438402.333333333,414495,"Q9HDC9","nonmito",""
"APOB","P04114",117067,86284.4,"P04114","nonmito",""
"APOBEC3C","Q9NRW3",121161.666666667,125707.666666667,"Q9NRW3","nonmito",""
"APOE","P02649",195702.333333333,205989.333333333,"P02649","nonmito",""
"APOL2","Q9BQE5",83767.9,73966,"Q9BQE5","nonmito",""
"APOO","Q9BUR5",208825.666666667,199941,"Q9BUR5","mito",""
"APOOL","Q6UXV4",130644.666666667,124756.666666667,"Q6UXV4","mito",""
"APP","P05067;P05067-9",108700.333333333,124112,"P05067","nonmito",""
"APPL1","Q9UKG1",179398,188723,"Q9UKG1","nonmito",""
"APPL2","Q8NEU8;Q8NEU8-2;Q8NEU8-3",57731.6,59938.6333333333,"Q8NEU8","nonmito",""
"APRT","P07741",960953.666666667,902775.333333333,"P07741","nonmito",""
"APTX","Q7Z2E3;Q7Z2E3-11;Q7Z2E3-7;Q7Z2E3-9",72878.6666666667,61334.2666666667,"Q7Z2E3","nonmito",""
"AQR","O60306",211972.333333333,224580.333333333,"O60306","nonmito",""
"ARAF","P10398",248518.666666667,227071.666666667,"P10398","nonmito",""
"ARAP1","Q96P48;Q96P48-3",229871.333333333,199607.333333333,"Q96P48","nonmito",""
"ARCN1","P48444",279627.666666667,273295.333333333,"P48444","nonmito",""
"ARF1","P84077",1686456.66666667,1434150,"P84077","nonmito",""
"ARF4","P18085",952373.333333333,904383.333333333,"P18085","nonmito",""
"ARF5","P84085",485034,489210.333333333,"P84085","mito",""
"ARF6","P62330",427125.333333333,298635.666666667,"P62330","nonmito",""
"ARFGAP1","Q8N6T3",204220,206215,"Q8N6T3","nonmito",""
"ARFGAP2","Q8N6H7",159638.333333333,143348.666666667,"Q8N6H7","nonmito",""
"ARFGAP3","Q9NP61;Q9NP61-2",102692.6,105196.333333333,"Q9NP61","nonmito",""
"ARFGEF1","Q9Y6D6",71638.8,94514.7333333333,"Q9Y6D6","nonmito",""
"ARFGEF2","Q9Y6D5",95113.8666666667,110462.666666667,"Q9Y6D5","nonmito",""
"ARFIP1","P53367",214103,236623.333333333,"P53367","nonmito",""
"ARFIP2","P53365",165470.666666667,196137.666666667,"P53365","nonmito",""
"ARG2","P78540",159508.666666667,148224.333333333,"P78540","mito",""
"ARHGAP1","Q07960",149884.666666667,169391.333333333,"Q07960","nonmito",""
"ARHGAP17","Q68EM7",158556.666666667,181919.333333333,"Q68EM7","nonmito",""
"ARHGAP35","Q9NRY4",82958.4666666667,91113.7666666667,"Q9NRY4","nonmito",""
"ARHGAP5","Q13017;Q13017-2",81607.6333333333,95396.4333333333,"Q13017","nonmito",""
"ARHGDIA","P52565",621587,597197,"P52565","nonmito",""
"ARHGEF1","Q92888-3",152131.666666667,170185.333333333,"Q92888","nonmito",""
"ARHGEF10","O15013;O15013-4;O15013-5;O15013-6;O15013-7",60678.7,53401.4666666667,"O15013","nonmito",""
"ARHGEF11","O15085-2",126956.333333333,142634.666666667,"O15085","nonmito",""
"ARHGEF12","Q9NZN5-2",83935,89299.1666666667,"Q9NZN5","nonmito",""
"ARHGEF18","Q6ZSZ5;Q6ZSZ5-1;Q6ZSZ5-2;Q6ZSZ5-5;Q6ZSZ5-6",105880.333333333,103823.5,"Q6ZSZ5","nonmito",""
"ARHGEF2","Q92974;Q92974-2;Q92974-3",142402,149956.333333333,"Q92974","nonmito",""
"ARHGEF40","Q8TER5;Q8TER5-3;Q8TER5-4",82765.7333333333,71908.5,"Q8TER5","nonmito",""
"ARHGEF7","Q14155-1;Q14155-5",131089.666666667,126557.666666667,"Q14155","nonmito",""
"ARID1A","O14497",80473.5333333333,112677,"O14497","nonmito",""
"ARID1B","Q8NFD5;Q8NFD5-2;Q8NFD5-3",119152,150644.666666667,"Q8NFD5","nonmito",""
"ARID2","Q68CP9;Q68CP9-3",68577.3666666667,68594.1333333333,"Q68CP9","nonmito",""
"ARID3A","Q99856",108164,116762.666666667,"Q99856","nonmito",""
"ARID3B","Q8IVW6;Q8IVW6-4",125696,142540.333333333,"Q8IVW6","nonmito",""
"ARID4B","Q4LE39;Q4LE39-2",87292.2,79608.5333333333,"Q4LE39","nonmito",""
"ARIH1","Q9Y4X5",117923.333333333,109674.333333333,"Q9Y4X5","nonmito",""
"ARIH2","O95376",106267.666666667,98526.8,"O95376","nonmito",""
"ARL1","P40616;P40616-2",509156,481920,"P40616","nonmito",""
"ARL10","Q8N8L6",68414.0666666667,60134.55,"Q8N8L6","nonmito",""
"ARL14EP","Q8N8R7",146847.5,135179.666666667,"Q8N8R7","nonmito",""
"ARL15","Q9NXU5",73202.2333333333,80655.1666666667,"Q9NXU5","nonmito",""
